"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AG1","ED1","GA1","GA2","GA3","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"07116599999","1997-12-15T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","080,1,N,0051,1","00840,1,9,N","011265,1,N,1","+0060,1","+0010,1","99999,9","1,999",,"07,1,+00840,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10251,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-16T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","090,1,N,0062,1","01080,1,9,N","008000,1,N,1","+0010,1","-0030,1","99999,9","1,999",,"07,1,+01080,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10081,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-17T07:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0051,1","00210,1,9,N","008000,1,N,1","+0000,1","-0010,1","99999,9","1,999",,"07,1,+00210,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","09949,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-17T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0072,1","00210,1,9,N","007000,1,N,1","+0010,1","+0000,1","99999,9","1,999",,"07,1,+00210,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","09949,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-18T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","170,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0100,1","99999,9","1,999",,,,,,"09919,1,99999,9",,,,"MET008NEW CAVO","Q01+000000PRSWM2"
"07116599999","1997-12-19T07:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","130,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0050,1","+0050,1","99999,9","1,999",,,,,,"09939,1,99999,9",,,,"MET008NEW CAVO","Q01+000000PRSWM2"
"07116599999","1997-12-19T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0051,1","00030,1,9,N","001200,1,N,1","+0070,1","+0070,1","99999,9","1,999","99,U,1400,9","08,1,+00030,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","09939,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-19T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0072,1","22000,1,C,N","008000,1,N,1","+0090,1","+0080,1","99999,9","1,999",,"02,1,+00270,9,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","09919,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-20T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","050,1,N,0031,1","00120,1,9,N","007000,1,N,1","+0090,1","+0090,1","99999,9","1,999",,"08,1,+00120,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","09970,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-20T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","030,1,N,0031,1","00060,1,9,N","003500,1,N,1","+0090,1","+0090,1","99999,9","1,999",,"08,1,+00060,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","09990,1,99999,9","51,1","63,1",,"MET005NEW ;",
"07116599999","1997-12-21T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","160,1,N,0031,1","22000,1,C,N","008000,1,N,1","+0110,1","+0090,1","99999,9","1,999",,"02,1,+03900,9,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","10108,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-22T07:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0062,1","22000,1,9,N","006000,1,N,1","+0070,1","+0060,1","99999,9","1,999",,"02,1,+00210,9,99,9","02,1,+01800,9,99,9","07,1,+01800,9,99,9","07,99,1,99,9,99,9,99999,9,99,9,99,9","10071,1,99999,9","61,1",,,"MET005NEW ;",
"07116599999","1997-12-22T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","140,1,N,0082,1","00300,1,C,N","006000,1,N,1","+0070,1","+0060,1","99999,9","1,999",,"07,1,+00300,9,99,9","07,1,+01800,9,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10071,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-22T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","150,1,N,0062,1","00840,1,9,N","003500,1,N,1","+0080,1","+0060,1","99999,9","1,999",,"02,1,+00270,9,99,9","08,1,+00840,9,99,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","10061,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-23T07:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","180,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0070,1","99999,9","1,999",,,,,,"10159,1,99999,9",,,,"MET008NEW CAVO","Q01+000000PRSWM2"
"07116599999","1997-12-23T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","200,1,N,0041,1","00270,1,9,N","005000,1,N,1","+0110,1","+0110,1","99999,9","1,999",,"08,1,+00270,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","10159,1,99999,9","51,1","61,1",,"MET005NEW ;",
"07116599999","1997-12-23T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","250,1,N,0087,1","00240,1,9,N","002000,1,N,1","+0130,1","+0120,1","99999,9","1,999",,"08,1,+00240,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","10149,1,99999,9","10,1","53,1",,"MET005NEW ;",
"07116599999","1997-12-24T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","200,1,N,0108,1","01200,1,9,N","004000,1,N,1","+0130,1","+0120,1","99999,9","1,999",,"02,1,+00420,9,99,9","08,1,+01200,9,99,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","10129,1,99999,9","82,1",,"0180,1","MET005NEW ;",
"07116599999","1997-12-24T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","230,1,N,0098,1","00300,1,9,N","004000,1,N,1","+0140,1","+0130,1","99999,9","1,999",,"08,1,+00300,9,99,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","10108,1,99999,9","81,1",,"0190,1","MET005NEW ;",
"07116599999","1997-12-26T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","300,1,N,0087,1","01440,1,9,N","011265,1,N,1","+0090,1","+0070,1","99999,9","1,999",,"07,1,+01440,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10081,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-26T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","290,1,N,0087,1","22000,1,C,N","011265,1,N,1","+0100,1","+0060,1","99999,9","1,999",,"02,1,+00780,9,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","10081,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-27T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","310,1,N,0072,1","00780,1,9,N","011265,1,N,1","+0080,1","+0040,1","99999,9","1,999",,"07,1,+00780,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10149,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-27T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","300,1,N,0098,1","01800,1,9,N","004000,1,N,1","+0070,1","+0060,1","99999,9","1,999",,"02,1,+00450,9,99,9","02,1,+00780,9,99,9","07,1,+01800,9,99,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,"81,1",,"0170,1","MET005NEW ;",
"07116599999","1997-12-28T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","170,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0070,1","+0060,1","99999,9","1,999",,,,,,"10139,1,99999,9",,,,"MET008NEW CAVO","Q01+000000PRSWM2"
"07116599999","1997-12-28T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","200,1,N,0041,1","22000,1,C,N","011265,1,N,1","+0100,1","+0060,1","99999,9","1,999",,"02,1,+00690,9,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","10119,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-29T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","150,1,N,0062,1","00210,1,9,N","008000,1,N,1","+0080,1","+0070,1","99999,9","1,999",,"07,1,+00210,9,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","10061,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
"07116599999","1997-12-29T14:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","150,1,N,0051,1","22000,1,C,N","006000,1,N,1","+0080,1","+0070,1","99999,9","1,999",,"07,1,+00270,9,99,9","02,1,+03900,9,99,9",,,"10041,1,99999,9","51,1",,,"MET005NEW ;","Q01+000042SCOTCV"
"07116599999","1997-12-31T11:00:00","4","48.75","-3.467","91.0","LANNION, FR","FM-15","LFRO ","V020","270,1,N,0072,1","22000,1,C,N","011265,1,N,1","+0080,1","+0040,1","99999,9","1,999",,"02,1,+00690,9,99,9","02,1,+06000,9,99,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9","10061,1,99999,9",,,,"MET005NEW ;","Q01+000000PRSWM2"
