"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AW1","AW2","AW3","GA1","GA2","GA3","GE1","GF1","IA1","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"07240099999","2020-01-01T03:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","120,1,N,0036,1","99999,9,9,N","001000,1,9,9","+0050,5","+0050,5","99999,9",,,,,"10,5","51,5",,,,,,,,,,"10300,5,99999,9",,,,,"MET103METAR LFOT 010300Z AUTO 12007KT 1000 0900 R20/1400D -DZ BCFG VV/// 05/05 Q1030 TEMPO 1500 -RADZ BKN002=","D01      0ADE735"
"07240099999","2020-01-01T03:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","130,1,N,0041,1","99999,9,9,N","000750,1,9,9","+0050,5","+0050,5","99999,9",,,,,"33,5",,,,,,,,,,,"10300,5,99999,9",,,,,"MET097METAR LFOT 010330Z AUTO 13008KT 0750 0700 R20/1000N FG VV/// 05/05 Q1030 TEMPO 1500 -RADZ BKN002=","D01      0ADE735"
"07240099999","2020-01-01T04:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","140,1,N,0041,1","00060,1,W,N","000300,1,9,9","+0049,1","+0049,1","10309,1","01,0000,2,1",,,,,,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"99999,9,10169,1","6,1,005,1,+999,9","45,1",,"3,99,0067,1,999","SYN07607240 24/03 91408 10049 20049 30169 40309 56005 745// 333 69905 90710 91113=",
"07240099999","2020-01-01T04:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","140,1,N,0041,1","99999,9,9,N","001000,1,9,9","+0050,5","+0050,5","99999,9",,,,,"10,5",,,,,,,,,,,"10300,5,99999,9",,,,,"MET099METAR LFOT 010400Z AUTO 14008KT 1000 0900 R20/1300U BCFG VV/// 05/05 Q1030 TEMPO 1500 -RADZ BKN002=","D01      0ADE735"
"07240099999","2020-01-01T04:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","150,1,V,0031,1","99999,9,9,N","002000,1,9,9","+0050,1","+0050,1","99999,9",,,,,"10,1","51,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET083METAR LFOT 010430Z AUTO 15006KT 120V180 2000 -DZ BR VV/// 05/05 Q1030 TEMPO BKN002=",
"07240099999","2020-01-01T05:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","150,1,N,0031,1","00240,1,W,N","000800,1,9,9","+0050,1","+0050,1","10307,1","01,0002,3,1",,,,,,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"99999,9,10167,1","8,1,004,1,+999,9","50,1",,"3,99,0062,1,999","SYN07607240 24/08 91506 10050 20050 30167 40307 58004 750// 333 69925 90710 91112=",
"07240099999","2020-01-01T05:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","150,1,N,0031,1","99999,9,9,N","002000,1,9,9","+0050,1","+0050,1","99999,9",,,,,"10,1","51,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET075METAR LFOT 010500Z AUTO 15006KT 2000 -DZ BR VV/// 05/05 Q1030 TEMPO BKN002=",
"07240099999","2020-01-01T05:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","99999,9,9,N","002300,1,9,9","+0050,1","+0050,1","99999,9",,,,,"10,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET072METAR LFOT 010530Z AUTO 16006KT 2300 BR VV/// 05/05 Q1030 TEMPO 0600 FG=",
"07240099999","2020-01-01T06:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","160,1,N,0031,1","00240,1,W,N","001000,1,9,9","+0052,1","+0052,1","10306,1","03,0002,3,1","12,0002,3,1","24,0002,3,1","9999,1,9,999999,9,9",,,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0052,1","240,N,+0035,1","99999,9,10166,1","6,1,005,1,+999,9","10,1",,"3,99,0051,1,999","SYN12807240 04/10 91606 10052 20052 30166 40306 56005 69922 710// 333 10052 20035 32004 4/000 55000 69927 70002 90710 91110 555 69905=",
"07240099999","2020-01-01T06:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","99999,9,9,N","002500,1,9,9","+0050,1","+0050,1","99999,9",,,,,"10,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET072METAR LFOT 010600Z AUTO 16006KT 2500 BR VV/// 05/05 Q1030 TEMPO 0600 FG=",
"07240099999","2020-01-01T06:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","00061,1,C,N","003200,1,9,9","+0060,1","+0060,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET085METAR LFOT 010630Z AUTO 16006KT 3200 BR OVC002 06/06 Q1030 TEMPO 0800 -RADZ FG VV///=",
"07240099999","2020-01-01T07:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","160,1,N,0041,1","99999,9,9,N","002200,1,9,9","+0059,1","+0059,1","10306,1","01,0000,9,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10166,1","6,1,003,1,+999,9","10,1",,"3,99,0067,1,999","SYN07607240 24122 81608 10059 20059 30166 40306 56003 710// 333 60005 90710 91113=",
"07240099999","2020-01-01T07:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0041,1","00061,1,C,N","004000,1,9,9","+0060,1","+0060,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET085METAR LFOT 010700Z AUTO 16008KT 4000 BR OVC002 06/06 Q1030 TEMPO 0800 -RADZ FG VV///=",
"07240099999","2020-01-01T07:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","00061,1,C,N","004100,1,9,9","+0060,1","+0060,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET085METAR LFOT 010730Z AUTO 16006KT 4100 BR OVC002 06/06 Q1030 TEMPO 0800 -RADZ FG VV///=",
"07240099999","2020-01-01T08:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","160,1,N,0031,1","99999,9,9,N","002400,1,9,9","+0063,1","+0063,1","10309,1","01,0000,9,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10170,1","3,1,003,1,+999,9","10,1",,"3,99,0057,1,999","SYN07607240 24124 81606 10063 20063 30170 40309 53003 710// 333 60005 90710 91111=",
"07240099999","2020-01-01T08:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","00061,1,C,N","003300,1,9,9","+0060,1","+0060,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET085METAR LFOT 010800Z AUTO 16006KT 3300 BR OVC002 06/06 Q1030 TEMPO 0800 -RADZ FG VV///=",
"07240099999","2020-01-01T08:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0036,1","00061,1,C,N","001900,1,9,9","+0060,1","+0060,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET085METAR LFOT 010830Z AUTO 16007KT 1900 BR OVC002 06/06 Q1030 TEMPO 0800 -RADZ FG VV///=",
"07240099999","2020-01-01T09:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","150,1,N,0031,1","99999,9,9,N","001400,1,9,9","+0066,1","+0066,1","10309,1","03,9999,9,9",,,"9999,1,9,999999,9,9",,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10170,1","2,1,004,1,+999,9","51,1",,"3,99,0051,1,999","SYN09207240 24114 81506 10066 20066 30170 40309 52004 751// 333 4/000 69907 90710 91110 555 69905=","Q01  00002PRCP03Q02  00002PRCP03"
"07240099999","2020-01-01T09:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","150,1,N,0031,1","99999,9,9,N","001500,1,9,9","+0070,5","+0070,5","99999,9",,,,,"10,5","51,5",,,,,,,,,,"10300,5,99999,9",,,,,"MET090METAR LFOT 010900Z AUTO 15006KT 1500 1300 R20/2300D -DZ BR OVC002 07/07 Q1030 TEMPO VV///=","D01      0ADE735"
"07240099999","2020-01-01T09:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","00061,1,C,N","001400,1,9,9","+0070,1","+0070,1","99999,9",,,,,"10,1","51,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET099METAR LFOT 010930Z AUTO 16006KT 1400 R20/2200U -DZ BR OVC002 07/07 Q1030 TEMPO VV/// BECMG 3500 BR=",
"07240099999","2020-01-01T10:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","170,1,N,0031,1","99999,9,9,N","002300,1,9,9","+0069,1","+0069,1","10312,1","01,0004,3,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10173,1","1,1,007,1,+999,9","51,1",,"3,99,0057,1,999","SYN07607240 24123 81706 10069 20069 30173 40312 51007 751// 333 69945 90710 91111=",
"07240099999","2020-01-01T10:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","170,1,N,0031,1","00061,1,C,N","002600,1,9,9","+0070,1","+0070,1","99999,9",,,,,"10,1","51,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET089METAR LFOT 011000Z AUTO 17006KT 2600 -DZ BR OVC002 07/07 Q1030 TEMPO VV/// BECMG 3500 BR=",
"07240099999","2020-01-01T10:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","180,1,N,0031,1","00061,1,C,N","002100,1,9,9","+0070,1","+0070,1","99999,9",,,,,"10,1","51,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET077METAR LFOT 011030Z AUTO 18006KT 2100 -DZ BR OVC002 07/07 Q1030 BECMG 3500 BR=",
"07240099999","2020-01-01T11:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","180,1,N,0036,1","99999,9,9,N","002000,1,9,9","+0075,1","+0075,1","10311,1","01,0000,2,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10172,1","2,1,002,1,+999,9","58,1",,"3,99,0051,1,999","SYN07607240 24120 81807 10075 20075 30172 40311 52002 758// 333 69905 90710 91110=",
"07240099999","2020-01-01T11:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","180,1,N,0036,1","00061,1,C,N","002400,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1","52,1","61,1","08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET079METAR LFOT 011100Z AUTO 18007KT 2400 -RADZ BR OVC002 08/08 Q1030 BECMG 3500 BR=",
"07240099999","2020-01-01T11:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","190,1,N,0036,1","00091,1,C,N","004300,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET076METAR LFOT 011130Z AUTO 19007KT 4300 BR OVC003 08/08 Q1030 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T12:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","190,1,N,0036,1","99999,9,9,N","003200,1,9,9","+0079,1","+0079,1","10305,1","03,0004,3,1","06,0004,3,1",,"9999,1,9,999999,9,9",,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10166,1","8,1,004,1,+999,9","10,1",,"3,99,0062,1,999","SYN09807240 04132 81907 10079 20079 30166 40305 58004 69941 710// 333 4/000 69947 90710 91112 555 69905=",
"07240099999","2020-01-01T12:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","190,1,V,0036,1","00091,1,C,N","004100,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10300,1,99999,9",,,,,"MET084METAR LFOT 011200Z AUTO 19007KT 160V220 4100 BR OVC003 08/08 Q1030 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T12:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","190,1,N,0041,1","00091,1,C,N","004400,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET076METAR LFOT 011230Z AUTO 19008KT 4400 BR OVC003 08/08 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T13:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","190,1,N,0036,1","99999,9,9,N","002800,1,9,9","+0082,1","+0081,1","10297,1","01,0000,9,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10159,1","8,1,014,1,+999,9","10,1",,"3,99,0062,1,999","SYN07607240 24128 81907 10082 20081 30159 40297 58014 710// 333 60005 90710 91112=",
"07240099999","2020-01-01T13:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","190,1,N,0036,1","00091,1,C,N","003200,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET076METAR LFOT 011300Z AUTO 19007KT 3200 BR OVC003 08/08 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T13:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","180,1,N,0031,1","00061,1,C,N","002300,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET076METAR LFOT 011330Z AUTO 18006KT 2300 BR OVC002 08/08 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T14:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","160,1,N,0031,1","99999,9,9,N","001500,1,9,9","+0083,1","+0083,1","10294,1","01,0000,2,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10156,1","6,1,016,1,+999,9","50,1",,"3,99,0051,1,999","SYN07607240 24115 81606 10083 20083 30156 40294 56016 750// 333 69905 90710 91110=",
"07240099999","2020-01-01T14:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0031,1","00061,1,C,N","001700,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1","51,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET080METAR LFOT 011400Z AUTO 16006KT 1700 -DZ BR OVC002 08/08 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T14:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","170,1,N,0036,1","00061,1,C,N","001900,1,9,9","+0080,1","+0080,1","99999,9",,,,,"10,1","51,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET097METAR LFOT 011430Z AUTO 17007KT 1900 -DZ BR OVC002/// ///TCU 08/08 Q1029 TEMPO 1200 -RADZ BKN002=",
"07240099999","2020-01-01T15:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","170,1,N,0031,1","99999,9,9,N","003100,1,9,9","+0085,1","+0085,1","10295,1","03,0002,3,1",,,"9999,1,9,999999,9,9",,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10157,1","5,1,009,1,+999,9","60,1",,"3,99,0051,1,999","SYN09207240 24131 81706 10085 20085 30157 40295 55009 760// 333 4/000 69927 90710 91110 555 69925=",
"07240099999","2020-01-01T15:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","170,1,N,0031,1","00061,1,C,N","003000,1,9,9","+0090,1","+0090,1","99999,9",,,,,"10,1","61,1",,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET097METAR LFOT 011500Z AUTO 17006KT 3000 -RA BR OVC002/// ///TCU 09/09 Q1029 TEMPO 1200 -RADZ BKN002=",
"07240099999","2020-01-01T15:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","160,1,N,0026,1","00091,1,C,N","005000,1,9,9","+0090,1","+0090,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET076METAR LFOT 011530Z AUTO 16005KT 5000 BR OVC003 09/09 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T16:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","170,1,N,0026,1","99999,9,9,N","004400,1,9,9","+0086,1","+0086,1","10294,1","01,0000,2,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10156,1","6,1,003,1,+999,9","10,1",,"3,99,0046,1,999","SYN07607240 24144 81705 10086 20086 30156 40294 56003 710// 333 69905 90710 91109=",
"07240099999","2020-01-01T16:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","170,1,N,0026,1","00091,1,C,N","005000,1,9,9","+0090,1","+0090,1","99999,9",,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET076METAR LFOT 011600Z AUTO 17005KT 5000 BR OVC003 09/09 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T16:30:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","170,1,N,0026,1","00122,1,C,N","006000,1,9,9","+0090,1","+0090,1","99999,9",,,,,,,,"08,1,+00122,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00122,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET073METAR LFOT 011630Z AUTO 17005KT 6000 OVC004 09/09 Q1029 TEMPO 1200 -RADZ=",
"07240099999","2020-01-01T17:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-12","99999","V020","180,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0086,1","+0086,1","10295,1","01,0000,9,1",,,,,,,"99,9,+00075,1,99,9",,,"9,MSL   ,+99999,+99999","08,99,1,99,9,99,9,00075,1,99,9,99,9",,,,"99999,9,10157,1","2,1,001,1,+999,9","10,1",,"3,99,0051,1,999","SYN07607240 24140 81806 10086 20086 30157 40295 52001 710// 333 60005 90710 91110=",
"07240099999","2020-01-01T17:00:00","4","47.432222","0.727606","108.81","VAL DE LOIRE, FR","FM-15","99999","V020","180,1,N,0031,1","00091,1,C,N","006000,1,9,9","+0090,1","+0090,1","99999,9",,,,,,,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET073METAR LFOT 011700Z AUTO 18006KT 6000 OVC003 09/09 Q1029 TEMPO 1200 -RADZ=",
