"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AW1","AW2","AW3","GA1","GA2","GA3","GE1","GF1","MA1","OC1","REM","EQD"
"07179034051","2020-01-01T00:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","110,1,N,0021,1","00366,1,9,N","003300,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"02,1,+00030,1,99,9","08,1,+00366,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00030,1,99,9,99,9","10320,1,99999,9",,"MET066METAR LFSL 010000Z AUTO 11004KT 3300 BR FEW001 OVC012 05/05 Q1032=",
"07179034051","2020-01-01T00:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0005,1","00335,1,9,N","003900,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"02,1,+00061,1,99,9","08,1,+00335,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00061,1,99,9,99,9","10320,1,99999,9",,"MET066METAR LFSL 010030Z AUTO VRB01KT 3900 BR FEW002 OVC011 05/05 Q1032=",
"07179034051","2020-01-01T01:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","110,1,N,0026,1","00030,1,C,N","003300,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"07,1,+00030,1,99,9","08,1,+00396,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00030,1,99,9,99,9","10320,1,99999,9",,"MET066METAR LFSL 010100Z AUTO 11005KT 3300 BR BKN001 OVC013 05/05 Q1032=",
"07179034051","2020-01-01T01:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","100,1,N,0010,1","99999,9,9,N","002300,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9","10320,1,99999,9",,"MET058METAR LFSL 010130Z AUTO 10002KT 2300 BR VV/// 04/04 Q1032=",
"07179034051","2020-01-01T02:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","100,1,N,0015,1","00061,1,C,N","004000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00061,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00061,1,99,9,99,9","10320,1,99999,9",,"MET059METAR LFSL 010200Z AUTO 10003KT 4000 BR OVC002 05/05 Q1032=",
"07179034051","2020-01-01T02:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","110,1,N,0021,1","00030,1,C,N","002600,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"08,1,+00030,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00030,1,99,9,99,9","10320,1,99999,9",,"MET079METAR LFSL 010230Z AUTO 11004KT 2600 BR OVC001 04/04 Q1032 TEMPO 0500 FG VV///=",
"07179034051","2020-01-01T03:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0021,1","99999,9,9,N","001000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9","10320,1,99999,9",,"MET082METAR LFSL 010300Z AUTO 12004KT 1000 R29/1200D BR VV/// 04/04 Q1032 TEMPO 0500 FG=",
"07179034051","2020-01-01T03:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,V,0026,1","99999,9,9,N","001300,1,9,9","+0040,5","+0040,5","99999,9",,,,,,"10,5",,,,,,,,"10320,5,99999,9",,"MET095METAR LFSL 010330Z AUTO 12005KT 090V150 1300 1100 R29/1500D BR VV/// 04/04 Q1032 TEMPO 0500 FG=","D01      0ADE735"
"07179034051","2020-01-01T04:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0031,1","99999,9,9,N","001200,1,9,9","+0040,5","+0040,5","99999,9",,,,,,"10,5",,,,,,,,"10310,5,99999,9",,"MET087METAR LFSL 010400Z AUTO 12006KT 1200 1100 R29/1400D BR VV/// 04/04 Q1031 TEMPO 0500 FG=","D01      0ADE735"
"07179034051","2020-01-01T04:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0021,1","99999,9,9,N","001800,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9","10320,1,99999,9",,"MET080METAR LFSL 010430Z AUTO 13004KT 100V160 1800 BR VV/// 04/04 Q1032 TEMPO 0500 FG=",
"07179034051","2020-01-01T05:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0026,1","00030,1,C,N","003300,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"08,1,+00030,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00030,1,99,9,99,9","10320,1,99999,9",,"MET079METAR LFSL 010500Z AUTO 12005KT 3300 BR OVC001 04/04 Q1032 TEMPO 0500 FG VV///=",
"07179034051","2020-01-01T05:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0026,1","00030,1,C,N","003600,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"08,1,+00030,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00030,1,99,9,99,9","10310,1,99999,9",,"MET079METAR LFSL 010530Z AUTO 13005KT 3600 BR OVC001 04/04 Q1031 TEMPO 0500 FG VV///=",
"07179034051","2020-01-01T06:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,V,0021,1","00061,1,C,N","005000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"07,1,+00061,1,99,9","08,1,+01036,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00061,1,99,9,99,9","10320,1,99999,9",,"MET094METAR LFSL 010600Z AUTO 14004KT 110V190 5000 BR BKN002 OVC034 04/04 Q1032 TEMPO 0600 FG VV///=",
"07179034051","2020-01-01T06:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","160,1,V,0015,1","00274,1,C,N","006000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"07,1,+00274,1,99,9","08,1,+01036,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00274,1,99,9,99,9","10320,1,99999,9",,"MET097METAR LFSL 010630Z AUTO 16003KT 120V200 6000 BKN009 OVC034 04/04 Q1032 TEMPO VV/// BECMG 2000 BR=",
"07179034051","2020-01-01T07:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","170,1,V,0021,1","00975,1,9,N","008000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"02,1,+00274,1,99,9","08,1,+00975,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00274,1,99,9,99,9","10320,1,99999,9",,"MET097METAR LFSL 010700Z AUTO 17004KT 140V210 8000 FEW009 OVC032 04/04 Q1032 TEMPO VV/// BECMG 2000 BR=",
"07179034051","2020-01-01T07:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,V,0015,1","00914,1,C,N","009000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"08,1,+00914,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00914,1,99,9,99,9","10320,1,99999,9",,"MET098METAR LFSL 010730Z AUTO 14003KT 110V220 9000 OVC030 04/04 Q1032 TEMPO 2000 BR BECMG BKN008 OVC020=",
"07179034051","2020-01-01T08:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0015,1","00853,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"08,1,+00853,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00853,1,99,9,99,9","10320,1,99999,9",,"MET062METAR LFSL 010800Z AUTO VRB03KT 9999 OVC028 04/04 Q1032 NOSIG=",
"07179034051","2020-01-01T08:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","160,1,V,0021,1","00122,1,C,N","008000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"07,1,+00122,1,99,9","08,1,+00853,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00122,1,99,9,99,9","10330,1,99999,9",,"MET084METAR LFSL 010830Z AUTO 16004KT 120V180 8000 BKN004 OVC028 04/04 Q1033 BECMG BKN030=",
"07179034051","2020-01-01T09:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0031,1","00091,1,C,N","005000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"07,1,+00091,1,99,9","08,1,+00884,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10330,1,99999,9",,"MET072METAR LFSL 010900Z AUTO 13006KT 5000 BR BKN003 OVC029 04/04 Q1033 NOSIG=",
"07179034051","2020-01-01T09:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0026,1","00091,1,C,N","008000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"07,1,+00091,1,99,9","07,1,+00244,1,99,9","08,1,+00914,1,99,9","9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10330,1,99999,9",,"MET076METAR LFSL 010930Z AUTO 13005KT 8000 BKN003 BKN008 OVC030 04/04 Q1033 NOSIG=",
"07179034051","2020-01-01T10:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","160,1,V,0021,1","00091,1,C,N","007000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"07,1,+00091,1,99,9","07,1,+00213,1,99,9","08,1,+00914,1,99,9","9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10330,1,99999,9",,"MET084METAR LFSL 011000Z AUTO 16004KT 120V200 7000 BKN003 BKN007 OVC030 04/04 Q1033 NOSIG=",
"07179034051","2020-01-01T10:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0026,1","00091,1,C,N","005000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10330,1,99999,9",,"MET080METAR LFSL 011030Z AUTO 13005KT 110V170 5000 BR OVC003 04/04 Q1033 BECMG BKN025=",
"07179034051","2020-01-01T11:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0031,1","00122,1,C,N","009000,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,"08,1,+00122,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00122,1,99,9,99,9","10330,1,99999,9",,"MET077METAR LFSL 011100Z AUTO 13006KT 100V160 9000 OVC004 04/04 Q1033 BECMG BKN025=",
"07179034051","2020-01-01T11:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0036,1","00152,1,C,N","009999,1,9,9","+0050,1","+0040,1","99999,9",,,,,,,,,"08,1,+00152,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00152,1,99,9,99,9","10320,1,99999,9",,"MET069METAR LFSL 011130Z AUTO 12007KT 9999 OVC005 05/04 Q1032 BECMG BKN025=",
"07179034051","2020-01-01T12:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,V,0031,1","00152,1,C,N","009999,1,9,9","+0050,1","+0040,1","99999,9",,,,,,,,,"08,1,+00152,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00152,1,99,9,99,9","10320,1,99999,9",,"MET077METAR LFSL 011200Z AUTO 12006KT 100V170 9999 OVC005 05/04 Q1032 BECMG BKN025=",
"07179034051","2020-01-01T12:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0031,1","00122,1,C,N","004600,1,9,9","+0050,1","+0040,1","99999,9",,,,,,"10,1",,,"08,1,+00122,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00122,1,99,9,99,9","10320,1,99999,9",,"MET095METAR LFSL 011230Z AUTO 13006KT 110V170 4600 BR OVC004 05/04 Q1032 TEMPO BKN025 BECMG 9999 NSW=",
"07179034051","2020-01-01T13:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0026,1","00091,1,C,N","003700,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET095METAR LFSL 011300Z AUTO 13005KT 100V190 3700 BR OVC003 05/05 Q1031 TEMPO BKN025 BECMG 9999 NSW=",
"07179034051","2020-01-01T13:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0031,1","00091,1,C,N","005000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET074METAR LFSL 011330Z AUTO 12006KT 5000 BR OVC003 05/05 Q1031 TEMPO 2000 -DZ=",
"07179034051","2020-01-01T14:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0026,1","00091,1,C,N","004100,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET074METAR LFSL 011400Z AUTO 13005KT 4100 BR OVC003 05/05 Q1031 TEMPO 2000 -DZ=",
"07179034051","2020-01-01T14:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0026,1","00091,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET071METAR LFSL 011430Z AUTO 13005KT 6000 OVC003 05/05 Q1031 TEMPO 2000 -DZ=",
"07179034051","2020-01-01T15:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,V,0015,1","00091,1,C,N","008000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00091,1,99,9","08,1,+00274,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET085METAR LFSL 011500Z AUTO 14003KT 110V180 8000 BKN003 OVC009 05/05 Q1031 TEMPO 4000 BR=",
"07179034051","2020-01-01T15:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0021,1","00091,1,C,N","005000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00091,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET065METAR LFSL 011530Z AUTO 13004KT 5000 BR OVC003 05/05 Q1031 NOSIG=",
"07179034051","2020-01-01T16:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0021,1","00091,1,C,N","004700,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"07,1,+00091,1,99,9","08,1,+00549,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET072METAR LFSL 011600Z AUTO 13004KT 4700 BR BKN003 OVC018 05/05 Q1031 NOSIG=",
"07179034051","2020-01-01T16:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0010,1","00061,1,C,N","004100,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"07,1,+00061,1,99,9","07,1,+00183,1,99,9","07,1,+00518,1,99,9","9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET079METAR LFSL 011630Z AUTO VRB02KT 4100 BR BKN002 BKN006 BKN017 05/05 Q1031 NOSIG=",
"07179034051","2020-01-01T17:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0021,1","00061,1,C,N","005000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"07,1,+00061,1,99,9","08,1,+00792,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET072METAR LFSL 011700Z AUTO 13004KT 5000 BR BKN002 OVC026 05/05 Q1031 NOSIG=",
"07179034051","2020-01-01T17:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0026,1","00061,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00061,1,99,9","07,1,+00244,1,99,9","07,1,+00610,1,99,9","9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET084METAR LFSL 011730Z AUTO 13005KT 6000 BKN002 BKN008 BKN020 05/05 Q1031 TEMPO 3000 BR=",
"07179034051","2020-01-01T18:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,V,0021,1","00061,1,C,N","007000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00061,1,99,9","08,1,+00945,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET085METAR LFSL 011800Z AUTO 13004KT 110V170 7000 BKN002 OVC031 05/05 Q1031 TEMPO 3000 BR=",
"07179034051","2020-01-01T18:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0021,1","00914,1,9,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00061,1,99,9","07,1,+00914,1,99,9","08,1,+01067,1,99,9","9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET091METAR LFSL 011830Z AUTO 13004KT 6000 FEW002 BKN030 OVC035 05/05 Q1031 TEMPO 3000 BR OVC002=",
"07179034051","2020-01-01T19:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,V,0015,1","00884,1,9,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00061,1,99,9","08,1,+00884,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET092METAR LFSL 011900Z AUTO 12003KT 100V170 6000 FEW002 OVC029 05/05 Q1031 TEMPO 3000 BR OVC002=",
"07179034051","2020-01-01T19:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0031,1","01036,1,9,N","005000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"02,1,+00061,1,99,9","08,1,+01036,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00061,1,99,9,99,9","10310,1,99999,9",,"MET079METAR LFSL 011930Z AUTO 12006KT 5000 BR FEW002 OVC034 05/05 Q1031 TEMPO OVC002=",
"07179034051","2020-01-01T20:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","050,1,N,0005,1","00213,1,9,N","007000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00091,1,99,9","07,1,+00213,1,99,9","08,1,+01097,1,99,9","9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00091,1,99,9,99,9","10310,1,99999,9",,"MET091METAR LFSL 012000Z AUTO 05001KT 7000 FEW003 BKN007 OVC036 05/05 Q1031 TEMPO 3000 BR OVC002=",
"07179034051","2020-01-01T20:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,N,0005,1","01128,1,9,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"04,1,+00244,1,99,9","08,1,+01128,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10310,1,99999,9",,"MET084METAR LFSL 012030Z AUTO 14001KT 6000 SCT008 OVC037 05/05 Q1031 TEMPO 3000 BR OVC002=",
"07179034051","2020-01-01T21:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0015,1","01097,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"08,1,+01097,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,01097,1,99,9,99,9","10310,1,99999,9",,"MET077METAR LFSL 012100Z AUTO VRB03KT 6000 OVC036 05/05 Q1031 TEMPO 3000 BR OVC002=",
"07179034051","2020-01-01T21:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","110,1,N,0010,1","01158,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"08,1,+01158,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,01158,1,99,9,99,9","10310,1,99999,9",,"MET056METAR LFSL 012130Z AUTO 11002KT 6000 OVC038 05/05 Q1031=",
"07179034051","2020-01-01T21:59:00","O","48.783","5.983","286.0","TOUL ROSIERES, FR","SOD  ","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AW,01,FG  ,5","AW,13,BR  ,1",,,,,,,,,,,,,,,
"07179034051","2020-01-01T22:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,C,0000,1","00853,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00518,1,99,9","04,1,+00853,1,99,9","08,1,+01250,1,99,9","9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00518,1,99,9,99,9","10310,1,99999,9",,"MET070METAR LFSL 012200Z AUTO 00000KT 6000 FEW017 SCT028 OVC041 05/05 Q1031=",
"07179034051","2020-01-01T22:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0010,1","00488,1,C,N","005000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,"10,1",,,"08,1,+00488,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,00488,1,99,9,99,9","10310,1,99999,9",,"MET059METAR LFSL 012230Z AUTO VRB02KT 5000 BR OVC016 05/05 Q1031=",
"07179034051","2020-01-01T23:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0026,1","00457,1,C,N","006000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00457,1,99,9","08,1,+00701,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00457,1,99,9,99,9","10310,1,99999,9",,"MET063METAR LFSL 012300Z AUTO 12005KT 6000 BKN015 OVC023 05/05 Q1031=",
"07179034051","2020-01-01T23:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0015,1","00701,1,9,N","007000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"04,1,+00518,1,99,9","07,1,+00701,1,99,9","08,1,+01128,1,99,9","9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00518,1,99,9,99,9","10310,1,99999,9",,"MET070METAR LFSL 012330Z AUTO VRB03KT 7000 SCT017 BKN023 OVC037 05/05 Q1031=",
"07179034051","2020-01-02T00:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","999,9,V,0010,1","01158,1,C,N","007000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"08,1,+01158,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,08,1,99,9,01158,1,99,9,99,9","10300,1,99999,9",,"MET056METAR LFSL 020000Z AUTO VRB02KT 7000 OVC038 05/05 Q1030=",
"07179034051","2020-01-02T00:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0015,1","00610,1,C,N","009000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00610,1,99,9","08,1,+01280,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00610,1,99,9,99,9","10300,1,99999,9",,"MET063METAR LFSL 020030Z AUTO 12003KT 9000 BKN020 OVC042 05/05 Q1030=",
"07179034051","2020-01-02T01:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,V,0015,1","00701,1,9,N","008000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00488,1,99,9","08,1,+00701,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00488,1,99,9,99,9","10300,1,99999,9",,"MET071METAR LFSL 020100Z AUTO 14003KT 120V180 8000 FEW016 OVC023 05/05 Q1030=",
"07179034051","2020-01-02T01:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","120,1,N,0015,1","00701,1,9,N","008000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"02,1,+00427,1,99,9","07,1,+00701,1,99,9","08,1,+01311,1,99,9","9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00427,1,99,9,99,9","10300,1,99999,9",,"MET070METAR LFSL 020130Z AUTO 12003KT 8000 FEW014 BKN023 OVC043 05/05 Q1030=",
"07179034051","2020-01-02T02:00:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","130,1,N,0021,1","00732,1,9,N","009000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"04,1,+00549,1,99,9","07,1,+00732,1,99,9","08,1,+01311,1,99,9","9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00549,1,99,9,99,9","10300,1,99999,9",,"MET070METAR LFSL 020200Z AUTO 13004KT 9000 SCT018 BKN024 OVC043 05/05 Q1030=",
"07179034051","2020-01-02T02:30:00","4","48.783","5.983","286.0","TOUL ROSIERES, FR","FM-15","99999","V020","140,1,V,0021,1","00975,1,C,N","009000,1,9,9","+0050,1","+0050,1","99999,9",,,,,,,,,"07,1,+00975,1,99,9","08,1,+01219,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00975,1,99,9,99,9","10300,1,99999,9",,"MET071METAR LFSL 020230Z AUTO 14004KT 110V180 9000 BKN032 OVC040 05/05 Q1030=",
