"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","KA1","MA1","REM","EQD"
"07016099999","2010-08-10T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0171,1","+0149,1","99999,9","01,0000,2,1",,,,"99999,9,10010,1","SYN058AAXX  10194 07016 36/// ///// 10171 20149 30010 333 60005;",
"07016099999","2010-08-10T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0171,1","+0160,1","99999,9","01,0000,2,1",,,,"99999,9,10011,1","SYN058AAXX  10204 07016 36/// ///// 10171 20160 30011 333 60005;",
"07016099999","2010-08-10T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0172,1","+0164,1","99999,9","03,0000,9,1",,,,"99999,9,10014,1","SYN068AAXX  10214 07016 36/// ///// 10172 20164 30014 333 60007 555 60005;",
"07016099999","2010-08-10T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0169,1","+0164,1","99999,9","01,0005,9,1",,,,"99999,9,10015,1","SYN058AAXX  10224 07016 26/// ///// 10169 20164 30015 333 69945;",
"07016099999","2010-08-10T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0166,1","+0161,1","99999,9","01,0000,2,1",,,,"99999,9,10014,1","SYN058AAXX  10234 07016 26/// ///// 10166 20161 30014 333 69925;",
"07016099999","2010-08-11T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0168,1","+0165,1","99999,9","03,0008,9,1","06,0008,9,1",,,"99999,9,10012,1","SYN074AAXX  11004 07016 06/// ///// 10168 20165 30012 69981 333 69987 555 69925;",
"07016099999","2010-08-11T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0169,1","+0164,1","99999,9","01,0000,2,1",,,,"99999,9,10011,1","SYN058AAXX  11014 07016 26/// ///// 10169 20164 30011 333 69925;",
"07016099999","2010-08-11T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0170,1","+0167,1","99999,9","01,0008,9,1",,,,"99999,9,10012,1","SYN058AAXX  11024 07016 26/// ///// 10170 20167 30012 333 69985;",
"07016099999","2010-08-11T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0168,1","+0165,1","99999,9","03,0010,9,1",,,,"99999,9,10012,1","SYN068AAXX  11034 07016 26/// ///// 10168 20165 30012 333 60017 555 69945;",
"07016099999","2010-08-11T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0162,1","+0159,1","99999,9","01,0000,2,1",,,,"99999,9,10014,1","SYN058AAXX  11044 07016 36/// ///// 10162 20159 30014 333 60005;",
"07016099999","2010-08-11T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0160,1","+0155,1","99999,9","01,0000,2,1",,,,"99999,9,10019,1","SYN058AAXX  11054 07016 36/// ///// 10160 20155 30019 333 60005;",
"07016099999","2010-08-11T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0163,1","+0158,1","99999,9","12,0020,9,1","24,0069,9,1",,"999,N,+0160,1","99999,9,10023,1","SYN080AAXX  11064 07016 16/// ///// 10163 20158 30023 60022 333 20160 70069 555 60005;",
"07016099999","2010-08-11T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0168,1","+0160,1","99999,9","01,0000,2,1",,,,"99999,9,10027,1","SYN058AAXX  11074 07016 36/// ///// 10168 20160 30027 333 60005;",
"07016099999","2010-08-11T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0173,1","+0158,1","99999,9","01,0000,2,1",,,,"99999,9,10031,1","SYN058AAXX  11084 07016 36/// ///// 10173 20158 30031 333 60005;",
"07016099999","2010-08-11T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0174,1","+0159,1","99999,9","03,0000,9,1",,,,"99999,9,10032,1","SYN068AAXX  11094 07016 36/// ///// 10174 20159 30032 333 60007 555 60005;",
"07016099999","2010-08-11T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0184,1","+0156,1","99999,9","01,0000,2,1",,,,"99999,9,10034,1","SYN058AAXX  11104 07016 36/// ///// 10184 20156 30034 333 60005;",
"07016099999","2010-08-11T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0189,1","+0152,1","99999,9","01,0000,2,1",,,,"99999,9,10037,1","SYN058AAXX  11114 07016 36/// ///// 10189 20152 30037 333 60005;",
"07016099999","2010-08-11T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0189,1","+0144,1","99999,9",,,,,"99999,9,10037,1","SYN048AAXX  11124 07016 36/// ///// 10189 20144 30037;",
"07016099999","2010-08-11T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0186,1","+0143,1","99999,9","01,0000,2,1",,,,"99999,9,10038,1","SYN058AAXX  11134 07016 36/// ///// 10186 20143 30038 333 60005;",
"07016099999","2010-08-11T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0188,1","+0141,1","99999,9","01,0000,2,1",,,,"99999,9,10038,1","SYN058AAXX  11144 07016 36/// ///// 10188 20141 30038 333 60005;",
"07016099999","2010-08-11T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0185,1","+0140,1","99999,9","03,0000,9,1",,,,"99999,9,10037,1","SYN068AAXX  11154 07016 36/// ///// 10185 20140 30037 333 60007 555 60005;",
"07016099999","2010-08-11T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0190,1","+0145,1","99999,9","01,0000,2,1",,,,"99999,9,10038,1","SYN058AAXX  11164 07016 36/// ///// 10190 20145 30038 333 60005;",
"07016099999","2010-08-11T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0194,1","+0140,1","99999,9","01,0000,2,1",,,,"99999,9,10034,1","SYN058AAXX  11174 07016 36/// ///// 10194 20140 30034 333 60005;",
"07016099999","2010-08-11T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0182,1","+0126,1","99999,9",,,,"999,M,+0196,1","99999,9,10036,1","SYN068AAXX  11184 07016 36/// ///// 10182 20126 30036 333 10196 555 60005;",
"07016099999","2010-08-11T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0163,1","+0127,1","99999,9","01,0000,2,1",,,,"99999,9,10037,1","SYN058AAXX  11194 07016 36/// ///// 10163 20127 30037 333 60005;",
"07016099999","2010-08-11T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0151,1","+0128,1","99999,9","01,0000,2,1",,,,"99999,9,10042,1","SYN058AAXX  11204 07016 36/// ///// 10151 20128 30042 333 60005;",
"07016099999","2010-08-11T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0146,1","+0130,1","99999,9","03,0000,9,1",,,,"99999,9,10043,1","SYN068AAXX  11214 07016 36/// ///// 10146 20130 30043 333 60007 555 60005;",
"07016099999","2010-08-11T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0144,1","+0131,1","99999,9","01,0000,2,1",,,,"99999,9,10041,1","SYN058AAXX  11224 07016 36/// ///// 10144 20131 30041 333 60005;",
"07016099999","2010-08-11T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0142,1","+0131,1","99999,9","01,0000,2,1",,,,"99999,9,10041,1","SYN058AAXX  11234 07016 36/// ///// 10142 20131 30041 333 60005;",
"07016099999","2010-08-12T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0137,1","+0128,1","99999,9",,,,,"99999,9,10037,1","SYN048AAXX  12004 07016 36/// ///// 10137 20128 30037;",
"07016099999","2010-08-12T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0130,1","99999,9","01,0000,2,1",,,,"99999,9,10032,1","SYN058AAXX  12014 07016 36/// ///// 10136 20130 30032 333 60005;",
"07016099999","2010-08-12T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0139,1","+0134,1","99999,9","01,0000,2,1",,,,"99999,9,10032,1","SYN058AAXX  12024 07016 36/// ///// 10139 20134 30032 333 60005;",
"07016099999","2010-08-12T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0144,1","+0139,1","99999,9","03,0000,9,1",,,,"99999,9,10031,1","SYN068AAXX  12034 07016 36/// ///// 10144 20139 30031 333 60007 555 60005;",
"07016099999","2010-08-12T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0151,1","+0143,1","99999,9","01,0000,2,1",,,,"99999,9,10032,1","SYN058AAXX  12044 07016 36/// ///// 10151 20143 30032 333 60005;",
"07016099999","2010-08-12T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0158,1","+0143,1","99999,9","01,0000,2,1",,,,"99999,9,10035,1","SYN058AAXX  12054 07016 36/// ///// 10158 20143 30035 333 60005;",
"07016099999","2010-08-12T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0162,1","+0129,1","99999,9","24,0000,9,1",,,"999,N,+0135,1","99999,9,10037,1","SYN074AAXX  12064 07016 36/// ///// 10162 20129 30037 333 20135 70000 555 60005;",
"07016099999","2010-08-12T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0165,1","+0130,1","99999,9","01,0000,2,1",,,,"99999,9,10047,1","SYN058AAXX  12074 07016 36/// ///// 10165 20130 30047 333 60005;",
"07016099999","2010-08-12T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0179,1","+0138,1","99999,9","01,0000,2,1",,,,"99999,9,10052,1","SYN058AAXX  12084 07016 36/// ///// 10179 20138 30052 333 60005;",
"07016099999","2010-08-12T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0183,1","+0125,1","99999,9","03,0000,9,1",,,,"99999,9,10056,1","SYN068AAXX  12094 07016 36/// ///// 10183 20125 30056 333 60007 555 60005;",
"07016099999","2010-08-12T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0191,1","+0133,1","99999,9","01,0000,2,1",,,,"99999,9,10059,1","SYN058AAXX  12104 07016 36/// ///// 10191 20133 30059 333 60005;",
"07016099999","2010-08-12T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0193,1","+0135,1","99999,9","01,0000,2,1",,,,"99999,9,10063,1","SYN058AAXX  12114 07016 36/// ///// 10193 20135 30063 333 60005;",
"07016099999","2010-08-12T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0186,1","+0137,1","99999,9",,,,,"99999,9,10064,1","SYN048AAXX  12124 07016 36/// ///// 10186 20137 30064;",
"07016099999","2010-08-12T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0197,1","+0127,1","99999,9","01,0000,2,1",,,,"99999,9,10066,1","SYN058AAXX  12134 07016 36/// ///// 10197 20127 30066 333 60005;",
"07016099999","2010-08-12T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0200,1","+0135,1","99999,9","01,0000,2,1",,,,"99999,9,10066,1","SYN058AAXX  12144 07016 36/// ///// 10200 20135 30066 333 60005;",
"07016099999","2010-08-12T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0197,1","+0129,1","99999,9","03,0000,9,1",,,,"99999,9,10066,1","SYN068AAXX  12154 07016 36/// ///// 10197 20129 30066 333 60007 555 60005;",
"07016099999","2010-08-12T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0197,1","+0129,1","99999,9","01,0000,2,1",,,,"99999,9,10067,1","SYN058AAXX  12164 07016 36/// ///// 10197 20129 30067 333 60005;",
"07016099999","2010-08-12T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0190,1","+0134,1","99999,9","01,0000,2,1",,,,"99999,9,10066,1","SYN058AAXX  12174 07016 36/// ///// 10190 20134 30066 333 60005;",
"07016099999","2010-08-12T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0172,1","+0125,1","99999,9",,,,"999,M,+0200,1","99999,9,10068,1","SYN068AAXX  12184 07016 36/// ///// 10172 20125 30068 333 10200 555 60005;",
"07016099999","2010-08-12T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0164,1","+0128,1","99999,9","01,0000,2,1",,,,"99999,9,10069,1","SYN058AAXX  12194 07016 36/// ///// 10164 20128 30069 333 60005;",
"07016099999","2010-08-12T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0155,1","+0123,1","99999,9","01,0000,2,1",,,,"99999,9,10073,1","SYN058AAXX  12204 07016 36/// ///// 10155 20123 30073 333 60005;",
"07016099999","2010-08-12T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0151,1","+0128,1","99999,9","03,0000,9,1",,,,"99999,9,10069,1","SYN068AAXX  12214 07016 36/// ///// 10151 20128 30069 333 60007 555 60005;",
"07016099999","2010-08-12T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0153,1","+0132,1","99999,9","01,0000,2,1",,,,"99999,9,10069,1","SYN058AAXX  12224 07016 36/// ///// 10153 20132 30069 333 60005;",
"07016099999","2010-08-12T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0158,1","+0136,1","99999,9","01,0000,2,1",,,,"99999,9,10069,1","SYN058AAXX  12234 07016 36/// ///// 10158 20136 30069 333 60005;",
"07016099999","2010-08-13T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0162,1","+0140,1","99999,9",,,,,"99999,9,10068,1","SYN048AAXX  13004 07016 36/// ///// 10162 20140 30068;",
"07016099999","2010-08-13T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0160,1","+0140,1","99999,9","01,0000,2,1",,,,"99999,9,10064,1","SYN058AAXX  13014 07016 36/// ///// 10160 20140 30064 333 60005;",
"07016099999","2010-08-13T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0155,1","+0124,1","99999,9","01,0000,2,1",,,,"99999,9,10063,1","SYN058AAXX  13024 07016 36/// ///// 10155 20124 30063 333 60005;",
"07016099999","2010-08-13T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0150,1","+0114,1","99999,9","03,0000,9,1",,,,"99999,9,10063,1","SYN068AAXX  13034 07016 36/// ///// 10150 20114 30063 333 60007 555 60005;",
"07016099999","2010-08-13T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0147,1","+0115,1","99999,9","01,0000,2,1",,,,"99999,9,10060,1","SYN058AAXX  13044 07016 36/// ///// 10147 20115 30060 333 60005;",
"07016099999","2010-08-13T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0143,1","+0118,1","99999,9","01,0000,2,1",,,,"99999,9,10063,1","SYN058AAXX  13054 07016 36/// ///// 10143 20118 30063 333 60005;",
"07016099999","2010-08-13T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0148,1","+0123,1","99999,9","24,0000,9,1",,,"999,N,+0142,1","99999,9,10065,1","SYN074AAXX  13064 07016 36/// ///// 10148 20123 30065 333 20142 70000 555 60005;",
"07016099999","2010-08-13T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0153,1","+0128,1","99999,9","01,0000,2,1",,,,"99999,9,10067,1","SYN058AAXX  13074 07016 36/// ///// 10153 20128 30067 333 60005;",
"07016099999","2010-08-13T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0158,1","+0124,1","99999,9","01,0000,2,1",,,,"99999,9,10071,1","SYN058AAXX  13084 07016 36/// ///// 10158 20124 30071 333 60005;",
"07016099999","2010-08-13T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0168,1","+0123,1","99999,9","03,0000,9,1",,,,"99999,9,10072,1","SYN068AAXX  13094 07016 36/// ///// 10168 20123 30072 333 60007 555 60005;",
"07016099999","2010-08-13T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0178,1","+0125,1","99999,9","01,0000,2,1",,,,"99999,9,10071,1","SYN058AAXX  13104 07016 36/// ///// 10178 20125 30071 333 60005;",
"07016099999","2010-08-13T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0175,1","+0120,1","99999,9","01,0000,2,1",,,,"99999,9,10073,1","SYN058AAXX  13114 07016 36/// ///// 10175 20120 30073 333 60005;",
"07016099999","2010-08-13T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0177,1","+0124,1","99999,9",,,,,"99999,9,10070,1","SYN048AAXX  13124 07016 36/// ///// 10177 20124 30070;",
"07016099999","2010-08-13T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0185,1","+0125,1","99999,9","01,0000,2,1",,,,"99999,9,10070,1","SYN058AAXX  13134 07016 36/// ///// 10185 20125 30070 333 60005;",
"07016099999","2010-08-13T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0187,1","+0129,1","99999,9","01,0000,2,1",,,,"99999,9,10068,1","SYN058AAXX  13144 07016 36/// ///// 10187 20129 30068 333 60005;",
"07016099999","2010-08-13T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0186,1","+0130,1","99999,9","03,0000,9,1",,,,"99999,9,10068,1","SYN068AAXX  13154 07016 36/// ///// 10186 20130 30068 333 60007 555 60005;",
"07016099999","2010-08-13T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0178,1","+0125,1","99999,9","01,0000,2,1",,,,"99999,9,10066,1","SYN058AAXX  13164 07016 36/// ///// 10178 20125 30066 333 60005;",
"07016099999","2010-08-13T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0163,1","+0125,1","99999,9","01,0000,2,1",,,,"99999,9,10068,1","SYN058AAXX  13174 07016 36/// ///// 10163 20125 30068 333 60005;",
"07016099999","2010-08-13T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0144,1","+0128,1","99999,9","03,0002,9,2","12,0000,9,2",,"999,M,+0188,1","99999,9,10065,1","SYN080AAXX  13184 07016 06/// ///// 10144 20128 30065 69922 333 10188 69927 555 69925;","Q01  00002PRCP12"
"07016099999","2010-08-13T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0140,1","+0124,1","99999,9","01,0000,2,1",,,,"99999,9,10062,1","SYN058AAXX  13194 07016 26/// ///// 10140 20124 30062 333 69925;",
"07016099999","2010-08-13T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0140,1","+0127,1","99999,9","01,0000,2,1",,,,"99999,9,10064,1","SYN058AAXX  13204 07016 36/// ///// 10140 20127 30064 333 60005;",
"07016099999","2010-08-13T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0138,1","+0129,1","99999,9","03,0002,9,1",,,,"99999,9,10063,1","SYN068AAXX  13214 07016 26/// ///// 10138 20129 30063 333 69927 555 60005;",
"07016099999","2010-08-13T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0128,1","99999,9","01,0000,2,1",,,,"99999,9,10064,1","SYN058AAXX  13224 07016 36/// ///// 10136 20128 30064 333 60005;",
"07016099999","2010-08-13T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0132,1","+0118,1","99999,9","01,0000,2,1",,,,"99999,9,10062,1","SYN058AAXX  13234 07016 36/// ///// 10132 20118 30062 333 60005;",
"07016099999","2010-08-14T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0123,1","99999,9",,,,,"99999,9,10062,1","SYN054AAXX  14004 07016 16/// ///// 10136 20123 30062 69921;","Q01  00002PRCP06Q02  00002PRCP06"
"07016099999","2010-08-14T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0132,1","+0124,1","99999,9","01,0000,2,1",,,,"99999,9,10060,1","SYN058AAXX  14014 07016 36/// ///// 10132 20124 30060 333 60005;",
"07016099999","2010-08-14T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0137,1","+0126,1","99999,9","01,0000,2,1",,,,"99999,9,10058,1","SYN058AAXX  14024 07016 26/// ///// 10137 20126 30058 333 69925;",
"07016099999","2010-08-14T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0130,1","+0122,1","99999,9","03,0002,9,1",,,,"99999,9,10054,1","SYN068AAXX  14034 07016 26/// ///// 10130 20122 30054 333 69927 555 60005;",
"07016099999","2010-08-14T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0138,1","+0130,1","99999,9","01,0000,2,1",,,,"99999,9,10053,1","SYN058AAXX  14044 07016 26/// ///// 10138 20130 30053 333 69925;",
