"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","KA1","MA1","REM","EQD"
"07016099999","2010-09-29T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0184,1","+0119,1","99999,9","01,0000,2,1",,,,"99999,9,10056,1","SYN058AAXX  29144 07016 36/// ///// 10184 20119 30056 333 60005;",
"07016099999","2010-09-29T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0181,1","+0128,1","99999,9","03,0000,9,1",,,,"99999,9,10053,1","SYN068AAXX  29154 07016 36/// ///// 10181 20128 30053 333 60007 555 60005;",
"07016099999","2010-09-29T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0172,1","+0119,1","99999,9","01,0000,2,1",,,,"99999,9,10050,1","SYN058AAXX  29164 07016 36/// ///// 10172 20119 30050 333 60005;",
"07016099999","2010-09-29T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0160,1","+0120,1","99999,9","01,0000,2,1",,,,"99999,9,10053,1","SYN058AAXX  29174 07016 36/// ///// 10160 20120 30053 333 60005;",
"07016099999","2010-09-29T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0150,1","+0118,1","99999,9","03,0002,9,2","12,0000,9,2",,"999,M,+0192,1","99999,9,10053,1","SYN080AAXX  29184 07016 06/// ///// 10150 20118 30053 69922 333 10192 69927 555 69925;","Q01  00002PRCP12"
"07016099999","2010-09-29T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0135,1","+0127,1","99999,9","01,0005,9,1",,,,"99999,9,10050,1","SYN058AAXX  29194 07016 26/// ///// 10135 20127 30050 333 69945;",
"07016099999","2010-09-29T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0134,1","+0128,1","99999,9","01,0000,2,1",,,,"99999,9,10046,1","SYN058AAXX  29204 07016 36/// ///// 10134 20128 30046 333 60005;",
"07016099999","2010-09-29T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0134,1","+0128,1","99999,9","03,0006,9,1",,,,"99999,9,10044,1","SYN068AAXX  29214 07016 26/// ///// 10134 20128 30044 333 69967 555 69925;",
"07016099999","2010-09-29T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0133,1","+0127,1","99999,9","01,0010,9,1",,,,"99999,9,10042,1","SYN058AAXX  29224 07016 26/// ///// 10133 20127 30042 333 60015;",
"07016099999","2010-09-29T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0132,1","+0127,1","99999,9","01,0000,2,1",,,,"99999,9,10039,1","SYN058AAXX  29234 07016 26/// ///// 10132 20127 30039 333 69925;",
"07016099999","2010-09-30T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0125,1","+0120,1","99999,9","03,0030,9,1","06,0041,9,1",,,"99999,9,10041,1","SYN074AAXX  30004 07016 06/// ///// 10125 20120 30041 60041 333 60037 555 60025;",
"07016099999","2010-09-30T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0122,1","+0116,1","99999,9","01,0008,9,1",,,,"99999,9,10043,1","SYN058AAXX  30014 07016 26/// ///// 10122 20116 30043 333 69985;",
"07016099999","2010-09-30T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0127,1","+0118,1","99999,9","01,0000,2,1",,,,"99999,9,10040,1","SYN058AAXX  30024 07016 36/// ///// 10127 20118 30040 333 60005;",
"07016099999","2010-09-30T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0128,1","+0115,1","99999,9","03,0008,9,1",,,,"99999,9,10039,1","SYN068AAXX  30034 07016 26/// ///// 10128 20115 30039 333 69987 555 60005;",
"07016099999","2010-09-30T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0130,1","+0111,1","99999,9","01,0000,2,1",,,,"99999,9,10040,1","SYN058AAXX  30044 07016 36/// ///// 10130 20111 30040 333 60005;",
"07016099999","2010-09-30T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0127,1","+0109,1","99999,9","01,0000,2,1",,,,"99999,9,10040,1","SYN058AAXX  30054 07016 36/// ///// 10127 20109 30040 333 60005;",
"07016099999","2010-09-30T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0130,1","+0111,1","99999,9","12,0051,9,2","24,0047,9,2",,"999,N,+0122,1","99999,9,10042,1","SYN080AAXX  30064 07016 16/// ///// 10130 20111 30042 60052 333 20122 70047 555 60005;",
"07016099999","2010-09-30T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0131,1","+0108,1","99999,9","01,0000,2,1",,,,"99999,9,10044,1","SYN058AAXX  30074 07016 36/// ///// 10131 20108 30044 333 60005;",
"07016099999","2010-09-30T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0143,1","+0109,1","99999,9","01,0000,2,1",,,,"99999,9,10046,1","SYN058AAXX  30084 07016 36/// ///// 10143 20109 30046 333 60005;",
"07016099999","2010-09-30T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0149,1","+0115,1","99999,9","03,0000,9,1",,,,"99999,9,10049,1","SYN068AAXX  30094 07016 36/// ///// 10149 20115 30049 333 60007 555 60005;",
"07016099999","2010-09-30T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0156,1","+0116,1","99999,9","01,0000,2,1",,,,"99999,9,10048,1","SYN058AAXX  30104 07016 36/// ///// 10156 20116 30048 333 60005;",
"07016099999","2010-09-30T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0158,1","+0112,1","99999,9","01,0000,2,1",,,,"99999,9,10047,1","SYN058AAXX  30114 07016 36/// ///// 10158 20112 30047 333 60005;",
"07016099999","2010-09-30T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0164,1","+0111,1","99999,9",,,,,"99999,9,10045,1","SYN048AAXX  30124 07016 36/// ///// 10164 20111 30045;",
"07016099999","2010-09-30T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0161,1","+0111,1","99999,9","01,0000,2,1",,,,"99999,9,10042,1","SYN058AAXX  30134 07016 36/// ///// 10161 20111 30042 333 60005;",
"07016099999","2010-09-30T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0165,1","+0114,1","99999,9","01,0000,2,1",,,,"99999,9,10039,1","SYN058AAXX  30144 07016 36/// ///// 10165 20114 30039 333 60005;",
"07016099999","2010-09-30T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0152,1","+0108,1","99999,9","03,0000,9,1",,,,"99999,9,10035,1","SYN068AAXX  30154 07016 36/// ///// 10152 20108 30035 333 60007 555 60005;",
"07016099999","2010-09-30T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0153,1","+0111,1","99999,9","01,0000,2,1",,,,"99999,9,10033,1","SYN058AAXX  30164 07016 36/// ///// 10153 20111 30033 333 60005;",
"07016099999","2010-09-30T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0140,1","+0110,1","99999,9","01,0000,2,1",,,,"99999,9,10034,1","SYN058AAXX  30174 07016 26/// ///// 10140 20110 30034 333 69925;",
"07016099999","2010-09-30T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0120,1","+0106,1","99999,9","03,0002,9,2","12,0000,9,2",,"999,M,+0167,1","99999,9,10033,1","SYN080AAXX  30184 07016 06/// ///// 10120 20106 30033 69922 333 10167 69927 555 60005;","Q01  00002PRCP12"
"07016099999","2010-09-30T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0119,1","+0110,1","99999,9","01,0000,2,1",,,,"99999,9,10030,1","SYN058AAXX  30194 07016 36/// ///// 10119 20110 30030 333 60005;",
"07016099999","2010-09-30T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0113,1","+0107,1","99999,9","01,0000,2,1",,,,"99999,9,10029,1","SYN058AAXX  30204 07016 36/// ///// 10113 20107 30029 333 60005;",
"07016099999","2010-09-30T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0109,1","+0103,1","99999,9","03,0002,9,1",,,,"99999,9,10027,1","SYN068AAXX  30214 07016 26/// ///// 10109 20103 30027 333 69927 555 69925;",
"07016099999","2010-09-30T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0108,1","+0102,1","99999,9","01,0000,2,1",,,,"99999,9,10023,1","SYN058AAXX  30224 07016 36/// ///// 10108 20102 30023 333 60005;",
"07016099999","2010-09-30T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0107,1","+0101,1","99999,9","01,0000,2,1",,,,"99999,9,10018,1","SYN058AAXX  30234 07016 36/// ///// 10107 20101 30018 333 60005;",
"07016099999","2010-10-01T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0107,1","+0098,1","99999,9",,,,,"99999,9,10016,1","SYN054AAXX  01004 07016 16/// ///// 10107 20098 30016 69921;","Q01  00002PRCP06Q02  00002PRCP06"
"07016099999","2010-10-01T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0102,1","+0094,1","99999,9","01,0000,2,1",,,,"99999,9,10011,1","SYN058AAXX  01014 07016 36/// ///// 10102 20094 30011 333 60005;",
"07016099999","2010-10-01T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0103,1","+0094,1","99999,9","01,0000,2,1",,,,"99999,9,10004,1","SYN058AAXX  01024 07016 36/// ///// 10103 20094 30004 333 60005;",
"07016099999","2010-10-01T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0103,1","+0094,1","99999,9","03,0000,9,1",,,,"99999,9,09997,1","SYN068AAXX  01034 07016 36/// ///// 10103 20094 39997 333 60007 555 60005;",
"07016099999","2010-10-01T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0104,1","+0096,1","99999,9","01,0000,2,1",,,,"99999,9,09992,1","SYN058AAXX  01044 07016 36/// ///// 10104 20096 39992 333 60005;",
"07016099999","2010-10-01T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0108,1","+0097,1","99999,9","01,0000,2,1",,,,"99999,9,09985,1","SYN058AAXX  01054 07016 36/// ///// 10108 20097 39985 333 60005;",
"07016099999","2010-10-01T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0110,1","+0099,1","99999,9","12,0000,9,1","24,0004,9,1",,"999,N,+0102,1","99999,9,09981,1","SYN080AAXX  01064 07016 16/// ///// 10110 20099 39981 69922 333 20102 70004 555 60005;","Q01  00002PRCP12"
"07016099999","2010-10-01T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0115,1","+0102,1","99999,9","01,0000,2,1",,,,"99999,9,09976,1","SYN058AAXX  01074 07016 36/// ///// 10115 20102 39976 333 60005;",
"07016099999","2010-10-01T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0126,1","+0108,1","99999,9","01,0000,2,1",,,,"99999,9,09973,1","SYN058AAXX  01084 07016 36/// ///// 10126 20108 39973 333 60005;",
"07016099999","2010-10-01T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0134,1","+0113,1","99999,9","03,0000,9,1",,,,"99999,9,09968,1","SYN068AAXX  01094 07016 36/// ///// 10134 20113 39968 333 60007 555 60005;",
"07016099999","2010-10-01T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0117,1","99999,9","01,0000,2,1",,,,"99999,9,09962,1","SYN058AAXX  01104 07016 36/// ///// 10136 20117 39962 333 60005;",
"07016099999","2010-10-01T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0134,1","+0121,1","99999,9","01,0005,9,1",,,,"99999,9,09957,1","SYN058AAXX  01114 07016 26/// ///// 10134 20121 39957 333 69945;",
"07016099999","2010-10-01T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0137,1","+0128,1","99999,9","03,0010,9,1","06,0010,9,1",,,"99999,9,09949,1","SYN074AAXX  01124 07016 06/// ///// 10137 20128 39949 60011 333 60017 555 69965;",
"07016099999","2010-10-01T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0135,1","+0127,1","99999,9","01,0010,9,1",,,,"99999,9,09932,1","SYN058AAXX  01134 07016 26/// ///// 10135 20127 39932 333 60015;",
"07016099999","2010-10-01T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0137,1","+0131,1","99999,9","01,0020,9,1",,,,"99999,9,09924,1","SYN058AAXX  01144 07016 26/// ///// 10137 20131 39924 333 60025;",
"07016099999","2010-10-01T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0137,1","+0131,1","99999,9","03,0050,9,1",,,,"99999,9,09918,1","SYN068AAXX  01154 07016 26/// ///// 10137 20131 39918 333 60057 555 60025;",
"07016099999","2010-10-01T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0130,1","99999,9","01,0010,9,1",,,,"99999,9,09916,1","SYN058AAXX  01164 07016 26/// ///// 10136 20130 39916 333 60015;",
"07016099999","2010-10-01T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0133,1","+0127,1","99999,9","01,0010,9,1",,,,"99999,9,09912,1","SYN058AAXX  01174 07016 26/// ///// 10133 20127 39912 333 60015;",
"07016099999","2010-10-01T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0134,1","+0129,1","99999,9","03,0040,9,1","12,0099,9,1",,"999,M,+0138,1","99999,9,09910,1","SYN080AAXX  01184 07016 06/// ///// 10134 20129 39910 60102 333 10138 60047 555 60025;",
"07016099999","2010-10-01T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0136,1","+0131,1","99999,9","01,0020,9,1",,,,"99999,9,09914,1","SYN058AAXX  01194 07016 26/// ///// 10136 20131 39914 333 60025;",
"07016099999","2010-10-01T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0140,1","+0135,1","99999,9","01,0020,9,1",,,,"99999,9,09918,1","SYN058AAXX  01204 07016 26/// ///// 10140 20135 39918 333 60025;",
"07016099999","2010-10-01T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0143,1","+0140,1","99999,9","03,0060,9,1",,,,"99999,9,09923,1","SYN068AAXX  01214 07016 26/// ///// 10143 20140 39923 333 60067 555 60025;",
"07016099999","2010-10-01T22:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0147,1","+0142,1","99999,9","01,0000,2,1",,,,"99999,9,09927,1","SYN058AAXX  01224 07016 36/// ///// 10147 20142 39927 333 60005;",
"07016099999","2010-10-01T23:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0150,1","+0147,1","99999,9","01,0008,9,1",,,,"99999,9,09932,1","SYN058AAXX  01234 07016 26/// ///// 10150 20147 39932 333 69985;",
"07016099999","2010-10-02T00:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0152,1","+0149,1","99999,9","03,0008,9,1","06,0071,9,1",,,"99999,9,09938,1","SYN074AAXX  02004 07016 06/// ///// 10152 20149 39938 60071 333 69987 555 60005;",
"07016099999","2010-10-02T01:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0147,1","+0142,1","99999,9","01,0000,2,1",,,,"99999,9,09943,1","SYN058AAXX  02014 07016 36/// ///// 10147 20142 39943 333 60005;",
"07016099999","2010-10-02T02:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0146,1","+0140,1","99999,9","01,0000,2,1",,,,"99999,9,09946,1","SYN058AAXX  02024 07016 36/// ///// 10146 20140 39946 333 60005;",
"07016099999","2010-10-02T03:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0144,1","+0139,1","99999,9","03,0000,9,1",,,,"99999,9,09947,1","SYN068AAXX  02034 07016 36/// ///// 10144 20139 39947 333 60007 555 60005;",
"07016099999","2010-10-02T04:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0141,1","+0136,1","99999,9","01,0000,2,1",,,,"99999,9,09946,1","SYN058AAXX  02044 07016 26/// ///// 10141 20136 39946 333 69925;",
"07016099999","2010-10-02T05:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0140,1","+0135,1","99999,9","01,0000,2,1",,,,"99999,9,09948,1","SYN058AAXX  02054 07016 36/// ///// 10140 20135 39948 333 60005;",
"07016099999","2010-10-02T06:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0138,1","+0135,1","99999,9","03,0002,9,1","12,0071,9,1","24,0173,9,1","999,N,+0134,1","99999,9,09951,1","SYN086AAXX  02064 07016 06/// ///// 10138 20135 39951 60072 333 20134 69927 70173 555 60005;",
"07016099999","2010-10-02T07:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0139,1","+0136,1","99999,9","01,0000,2,1",,,,"99999,9,09950,1","SYN058AAXX  02074 07016 36/// ///// 10139 20136 39950 333 60005;",
"07016099999","2010-10-02T08:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0146,1","+0143,1","99999,9","01,0000,2,1",,,,"99999,9,09954,1","SYN058AAXX  02084 07016 36/// ///// 10146 20143 39954 333 60005;",
"07016099999","2010-10-02T09:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0151,1","+0146,1","99999,9","03,0000,9,1",,,,"99999,9,09956,1","SYN068AAXX  02094 07016 36/// ///// 10151 20146 39956 333 60007 555 60005;",
"07016099999","2010-10-02T10:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0154,1","+0149,1","99999,9","01,0005,9,1",,,,"99999,9,09953,1","SYN058AAXX  02104 07016 26/// ///// 10154 20149 39953 333 69965;",
"07016099999","2010-10-02T11:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0156,1","+0151,1","99999,9","01,0008,9,1",,,,"99999,9,09950,1","SYN058AAXX  02114 07016 26/// ///// 10156 20151 39950 333 69985;",
"07016099999","2010-10-02T12:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0171,1","+0166,1","99999,9","03,0010,9,1","06,0010,9,1",,,"99999,9,09948,1","SYN074AAXX  02124 07016 06/// ///// 10171 20166 39948 60011 333 60017 555 60005;",
"07016099999","2010-10-02T13:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0184,1","+0171,1","99999,9","01,0000,2,1",,,,"99999,9,09945,1","SYN058AAXX  02134 07016 36/// ///// 10184 20171 39945 333 60005;",
"07016099999","2010-10-02T14:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0179,1","+0168,1","99999,9","01,0000,2,1",,,,"99999,9,09940,1","SYN058AAXX  02144 07016 26/// ///// 10179 20168 39940 333 69925;",
"07016099999","2010-10-02T15:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0175,1","+0160,1","99999,9","03,0002,9,1",,,,"99999,9,09937,1","SYN068AAXX  02154 07016 26/// ///// 10175 20160 39937 333 69927 555 60005;",
"07016099999","2010-10-02T16:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0170,1","+0160,1","99999,9","01,0000,2,1",,,,"99999,9,09935,1","SYN058AAXX  02164 07016 26/// ///// 10170 20160 39935 333 69925;",
"07016099999","2010-10-02T17:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0165,1","+0152,1","99999,9","01,0000,2,1",,,,"99999,9,09933,1","SYN058AAXX  02174 07016 36/// ///// 10165 20152 39933 333 60005;",
"07016099999","2010-10-02T18:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0162,1","+0154,1","99999,9","03,0004,9,1","12,0020,9,1",,"999,M,+0184,1","99999,9,09925,1","SYN080AAXX  02184 07016 06/// ///// 10162 20154 39925 60022 333 10184 69947 555 69925;",
"07016099999","2010-10-02T19:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0162,1","+0152,1","99999,9","01,0000,2,1",,,,"99999,9,09922,1","SYN058AAXX  02194 07016 36/// ///// 10162 20152 39922 333 60005;",
"07016099999","2010-10-02T20:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0166,1","+0153,1","99999,9","01,0000,2,1",,,,"99999,9,09919,1","SYN058AAXX  02204 07016 36/// ///// 10166 20153 39919 333 60005;",
"07016099999","2010-10-02T21:00:00","4","50.333","3.0","48.0","VITRY EN ARTOIS, FR","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0168,1","+0150,1","99999,9","03,0000,9,1",,,,"99999,9,09909,1","SYN068AAXX  02214 07016 36/// ///// 10168 20150 39909 333 60007 555 60005;",
