"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AW1","AW2","AW3","GA1","GA2","GA3","GE1","GF1","IA1","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"07471099999","2020-01-01T10:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","330,1,N,0005,1","99999,9,9,N","020000,1,9,9","+0013,1","-0026,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09338,1","1,1,009,1,+999,9","00,1",,"3,99,0015,1,999","SYN07607471 24970 /3301 10013 21026 39338 4//// 51009 700// 333 60005 90710 91103=",
"07471099999","2020-01-01T10:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0030,1","99999,9",,,,,,,,,,,,,,,,"10310,1,99999,9",,,,,"MET051METAR LFHP 011000Z AUTO VRB01KT CAVOK 01/M03 Q1031=",
"07471099999","2020-01-01T10:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0030,1","99999,9",,,,,,,,,,,,,,,,"10310,1,99999,9",,,,,"MET051METAR LFHP 011030Z AUTO VRB01KT CAVOK 03/M03 Q1031=",
"07471099999","2020-01-01T11:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","090,1,N,0005,1","99999,9,9,N","020000,1,9,9","+0049,1","-0020,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09334,1","9,9,001,1,+999,9","00,1",,"3,99,0015,1,999","SYN07607471 24970 /0901 10049 21020 39334 4//// 50001 700// 333 60005 90710 91103=",
"07471099999","2020-01-01T11:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0050,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011100Z AUTO VRB01KT CAVOK 05/M02 Q1030=",
"07471099999","2020-01-01T11:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","140,1,N,0005,1","99999,9,9,Y","009900,5,9,9","+0060,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011130Z AUTO 14001KT CAVOK 06/M02 Q1030=",
"07471099999","2020-01-01T12:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","090,1,N,0015,1","99999,9,9,N","020000,1,9,9","+0067,1","-0017,1","99999,9","03,0000,9,1","06,0000,9,1",,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09328,1","8,1,007,1,+999,9","00,1",,"3,99,0021,1,999","SYN09807471 04970 /0903 10067 21017 39328 4//// 58007 60001 700// 333 4/000 60007 90710 91104 555 60005=",
"07471099999","2020-01-01T12:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0015,1","99999,9,9,Y","009900,5,9,9","+0070,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011200Z AUTO VRB03KT CAVOK 07/M02 Q1030=",
"07471099999","2020-01-01T12:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,Y","009900,5,9,9","+0070,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011230Z AUTO VRB02KT CAVOK 07/M02 Q1030=",
"07471099999","2020-01-01T13:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","110,1,N,0015,1","99999,9,9,N","020000,1,9,9","+0073,1","-0017,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09325,1","6,1,013,1,+999,9","00,1",,"3,99,0026,1,999","SYN07607471 24970 /1103 10073 21017 39325 4//// 56013 700// 333 60005 90710 91105=",
"07471099999","2020-01-01T13:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0015,1","99999,9,9,Y","009900,5,9,9","+0070,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011300Z AUTO VRB03KT CAVOK 07/M02 Q1029=",
"07471099999","2020-01-01T13:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0080,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011330Z AUTO VRB01KT CAVOK 08/M02 Q1029=",
"07471099999","2020-01-01T14:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","020000,1,9,9","+0091,1","-0019,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09323,1","6,1,011,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24970 /0000 10091 21019 39323 4//// 56011 700// 333 60005 90710 91104=",
"07471099999","2020-01-01T14:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,Y","009900,5,9,9","+0090,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011400Z AUTO 00000KT CAVOK 09/M02 Q1029=",
"07471099999","2020-01-01T14:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0090,1","-0010,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011430Z AUTO VRB01KT CAVOK 09/M01 Q1029=",
"07471099999","2020-01-01T15:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","130,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0077,1","-0013,1","99999,9","03,0000,9,1",,,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09322,1","6,1,006,1,+999,9","00,1",,"3,99,0021,1,999","SYN09207471 24970 /1302 10077 21013 39322 4//// 56006 700// 333 4/000 60007 90710 91104 555 60005=",
"07471099999","2020-01-01T15:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,Y","009900,5,9,9","+0080,1","-0010,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011500Z AUTO VRB02KT CAVOK 08/M01 Q1029=",
"07471099999","2020-01-01T15:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,Y","009900,5,9,9","+0070,1","-0010,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011530Z AUTO 00000KT CAVOK 07/M01 Q1029=",
"07471099999","2020-01-01T16:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","013000,1,9,9","+0031,1","-0015,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09322,1","6,1,003,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24963 /2303 10031 21015 39322 4//// 56003 700// 333 60005 90710 91104=",
"07471099999","2020-01-01T16:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","230,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0010,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011600Z AUTO 23003KT CAVOK 03/M01 Q1029=",
"07471099999","2020-01-01T16:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","230,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET051METAR LFHP 011630Z AUTO 23003KT CAVOK 01/M02 Q1029=",
"07471099999","2020-01-01T17:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","250,1,N,0005,1","99999,9,9,N","020000,1,9,9","+0008,1","-0016,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09326,1","3,1,003,1,+999,9","00,1",,"3,99,0031,1,999","SYN07607471 24970 /2501 10008 21016 39326 4//// 53003 700// 333 60005 90710 91106=",
"07471099999","2020-01-01T17:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011700Z AUTO VRB01KT CAVOK 01/M02 Q1030=",
"07471099999","2020-01-01T17:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","230,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET051METAR LFHP 011730Z AUTO 23004KT CAVOK 01/M02 Q1030=",
"07471099999","2020-01-01T18:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","014000,1,9,9","-0003,1","-0025,1","99999,9","03,0000,9,1","12,0000,9,1",,"9999,1,9,999999,9,9",,,,,,,,,,"120,M,+0092,1","120,N,-0050,1","99999,9,09327,1","3,1,005,1,+999,9","00,1",,"3,99,0026,1,999","SYN11007471 04964 /2203 11003 21025 39327 4//// 53005 60002 700// 333 10092 21050 4/000 60007 90710 91105 555 60005=",
"07471099999","2020-01-01T18:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","220,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET052METAR LFHP 011800Z AUTO 22003KT CAVOK M00/M02 Q1030=",
"07471099999","2020-01-01T18:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","230,1,N,0015,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0030,1","99999,9",,,,,,,,,,,,,,,,"10300,1,99999,9",,,,,"MET052METAR LFHP 011830Z AUTO 23003KT CAVOK M01/M03 Q1030=",
"07471099999","2020-01-01T19:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","017000,1,9,9","-0013,1","-0030,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09325,1","9,9,003,1,+999,9","00,1",,"3,99,0026,1,999","SYN07607471 24967 /2203 11013 21030 39325 4//// 50003 700// 333 60005 90710 91105=",
"07471099999","2020-01-01T19:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","220,1,N,0015,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0030,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET052METAR LFHP 011900Z AUTO 22003KT CAVOK M01/M03 Q1029=",
"07471099999","2020-01-01T20:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","270,1,N,0005,1","99999,9,9,N","020000,1,9,9","-0020,1","-0037,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09326,1","4,1,000,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24970 /2701 11020 21037 39326 4//// 54000 700// 333 60005 90710 91104=",
"07471099999","2020-01-01T21:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","230,1,N,0015,1","99999,9,9,N","020000,1,9,9","-0026,1","-0040,1","99999,9","03,0000,9,1",,,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09327,1","5,1,000,1,+999,9","00,1",,"3,99,0021,1,999","SYN09207471 24970 /2303 11026 21040 39327 4//// 55000 700// 333 4/000 60007 90710 91104 555 60005=",
"07471099999","2020-01-01T22:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","020000,1,9,9","-0024,1","-0038,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09326,1","9,9,001,1,+999,9","00,1",,"3,99,0026,1,999","SYN07607471 24970 /2203 11024 21038 39326 4//// 50001 700// 333 60005 90710 91105=",
"07471099999","2020-01-01T23:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","020000,1,9,9","-0030,1","-0041,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09325,1","8,1,001,1,+999,9","00,1",,"3,99,0026,1,999","SYN07607471 24970 /0000 11030 21041 39325 4//// 58001 700// 333 60005 90710 91105=",
"07471099999","2020-01-02T00:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","200,1,N,0015,1","99999,9,9,N","020000,1,9,9","-0033,1","-0043,1","99999,9","03,0000,9,1","06,0000,9,1",,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09322,1","8,1,005,1,+999,9","00,1",,"3,99,0021,1,999","SYN09807471 04970 /2003 11033 21043 39322 4//// 58005 60001 700// 333 4/000 60007 90710 91104 555 60005=",
"07471099999","2020-01-02T01:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","210,1,N,0005,1","99999,9,9,N","020000,1,9,9","-0035,1","-0046,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09317,1","8,1,009,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24970 /2101 11035 21046 39317 4//// 58009 700// 333 60005 90710 91104=",
"07471099999","2020-01-02T02:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","019000,1,9,9","-0042,1","-0049,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09315,1","6,1,010,1,+999,9","00,1",,"3,99,0015,1,999","SYN07607471 24969 /0000 11042 21049 39315 4//// 56010 700// 333 60005 90710 91103=",
"07471099999","2020-01-02T03:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","250,1,N,0005,1","99999,9,9,N","013000,1,9,9","-0039,1","-0046,1","99999,9","03,0000,9,1",,,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09313,1","6,1,009,1,+999,9","00,1",,"3,99,0010,1,999","SYN09207471 24963 /2501 11039 21046 39313 4//// 56009 700// 333 4/000 60007 90710 91102 555 60005=",
"07471099999","2020-01-02T04:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","019000,1,9,9","-0043,1","-0050,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09311,1","7,1,006,1,+999,9","00,1",,"3,99,0010,1,999","SYN07607471 24969 /0000 11043 21050 39311 4//// 57006 700// 333 60005 90710 91102=",
"07471099999","2020-01-02T05:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","019000,1,9,9","-0040,1","-0044,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09309,1","7,1,006,1,+999,9","00,1",,"3,99,0026,1,999","SYN07607471 24969 /0000 11040 21044 39309 4//// 57006 700// 333 60005 90710 91105=",
"07471099999","2020-01-02T06:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","019000,1,9,9","-0048,1","-0056,1","99999,9","03,0000,9,1","12,0000,9,1","24,0000,9,1","9999,1,9,999999,9,9",,,,,,,,,,"240,M,-0003,1","240,N,-0049,1","99999,9,09310,1","5,1,003,1,+999,9","00,1",,"3,99,0021,1,999","SYN12807471 04969 /2403 11048 21056 39310 4//// 55003 60002 700// 333 11003 21049 30107 4/000 55072 60007 70000 90710 91104 555 60005=",
"07471099999","2020-01-02T07:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","019000,1,9,9","-0046,1","-0053,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09315,1","3,1,004,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24969 /2203 11046 21053 39315 4//// 53004 700// 333 60005 90710 91104=",
"07471099999","2020-01-02T07:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","220,1,N,0015,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0050,1","99999,9",,,,,,,,,,,,,,,,"10280,1,99999,9",,,,,"MET052METAR LFHP 020700Z AUTO 22003KT CAVOK M05/M05 Q1028=",
"07471099999","2020-01-02T07:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","240,1,N,0010,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0050,1","99999,9",,,,,,,,,,,,,,,,"10280,1,99999,9",,,,,"MET052METAR LFHP 020730Z AUTO 24002KT CAVOK M04/M05 Q1028=",
"07471099999","2020-01-02T08:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","020000,1,9,9","-0035,1","-0046,1","99999,9","01,0000,9,1",,,,,,,,,,,,,,,"99999,9,09316,1","2,1,007,1,+999,9","00,1",,"3,99,0021,1,999","SYN07607471 24970 /2002 11035 21046 39316 4//// 52007 700// 333 60005 90710 91104=",
"07471099999","2020-01-02T08:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","200,1,N,0010,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0050,1","99999,9",,,,,,,,,,,,,,,,"10280,1,99999,9",,,,,"MET052METAR LFHP 020800Z AUTO 20002KT CAVOK M03/M05 Q1028=",
"07471099999","2020-01-02T08:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET052METAR LFHP 020830Z AUTO 00000KT CAVOK M02/M03 Q1029=",
"07471099999","2020-01-02T09:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","020000,1,9,9","-0002,1","-0024,1","99999,9","03,0000,9,1",,,"9999,1,9,999999,9,9",,,,,,,,,,,,"99999,9,09321,1","2,1,011,1,+999,9","00,1",,"3,99,0015,1,999","SYN09207471 24970 /0000 11002 21024 39321 4//// 52011 700// 333 4/000 60007 90710 91103 555 60005=",
"07471099999","2020-01-02T09:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET052METAR LFHP 020900Z AUTO 00000KT CAVOK M00/M02 Q1029=",
"07471099999","2020-01-02T09:30:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0020,1","99999,9",,,,,,,,,,,,,,,,"10290,1,99999,9",,,,,"MET052METAR LFHP 020930Z AUTO 00000KT CAVOK M00/M02 Q1029=",
"07471099999","2020-01-02T10:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","008000,1,9,9","+0010,1","-0014,1","99999,9","01,0000,9,1",,,,,,,,,,"9,MSL   ,+99999,+99999","06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"99999,9,09321,1","1,1,006,1,+999,9","00,1",,"3,99,0010,1,999","SYN07607471 24958 60000 10010 21014 39321 4//// 51006 700// 333 60005 90710 91102=",
"07471099999","2020-01-02T10:00:00","4","45.080689","3.762889","832.4","LOUDES, FR","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","008000,1,9,9","+0010,1","-0010,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"10290,1,99999,9",,,,,"MET054METAR LFHP 021000Z AUTO 00000KT 8000 NSC 01/M01 Q1029=",
