"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AG1","GA1","GA2","GA3","MA1","MW1","OC1","REM","EQD"
"07561599999","1990-02-15T14:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0103,1","00300,1,C,N","004000,1,N,1","+0090,1","+0060,1","99999,9","2,002","08,1,+00300,9,05,9",,,,"60,1","0154,1",,
"07561599999","1990-02-16T08:23:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00090,1,C,N","001000,1,N,1","+0070,1","+0050,1","99999,9","2,999","08,1,+00090,9,05,9",,,,"50,1","0103,1",,
"07561599999","1990-02-16T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00300,1,C,N","011200,1,N,1","+0080,1","+0060,1","99999,9","2,000","08,1,+00300,9,05,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-16T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00360,1,C,N","011200,1,N,1","+0080,1","+0060,1","99999,9","2,000","07,1,+00360,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-25T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0041,1","22000,1,C,N","011200,1,N,1","+0100,1","+0050,1","99999,9","2,000","02,1,+00750,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-27T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00180,1,C,N","001000,1,N,1","+0050,1","+0050,1","99999,9","2,007","08,1,+00180,9,07,9",,,,"61,1","0103,1",,
"07561599999","1990-02-27T13:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0154,1","00300,1,C,N","004000,1,N,1","+0080,1","+0060,1","99999,9","2,999","07,1,+00300,9,08,9",,,,"21,1","0206,1",,
"07561599999","1990-02-27T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0103,1","00300,1,C,N","004000,1,N,1","+0070,1","+0060,1","99999,9","2,002","08,1,+00300,9,07,9",,,,"60,1","0154,1",,
"07561599999","1990-02-28T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0077,1","00150,1,C,N","002000,1,N,1","+0050,1","+0050,1","99999,9","2,999","08,1,+00150,9,05,9",,,,"60,1",,,
"07561599999","1990-02-28T12:51:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","280,1,N,0082,1","00150,1,C,N","002000,1,N,1","+0080,1","+0060,1","99999,9","2,999","08,1,+00150,9,05,9",,,,"60,1","0144,1",,
"07561599999","1990-02-28T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0103,1","00240,1,C,N","004000,1,N,1","+0080,1","+0060,1","99999,9","2,999","07,1,+00240,9,05,9",,,,"60,1","0154,1",,
"07561599999","1990-03-01T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0077,1","00540,1,C,N","011200,1,N,1","+0060,1","+0040,1","99999,9","2,999","07,1,+00540,9,08,9",,,,,"0129,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-01T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0051,1","00750,1,C,N","011200,1,N,1","+0050,1","+0000,1","99999,9","2,999","06,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-01T15:38:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0103,1","22000,1,C,N","011200,1,N,1","+0050,1","-0050,1","99999,9","2,999","03,1,+00900,9,08,9",,,,,"0154,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-02T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0051,1","00750,1,C,N","011200,1,N,1","-0010,1","-0020,1","99999,9","2,999","05,1,+00750,9,08,9",,,,"85,1","0103,1",,
"07561599999","1990-03-02T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0077,1","22000,1,C,N","011200,1,N,1","+0010,1","-0040,1","99999,9","2,000","04,1,+00900,9,08,9",,,,"85,1","0129,1",,
"07561599999","1990-03-02T14:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0077,1","22000,1,C,N","011200,1,N,1","-0010,1","-0030,1","99999,9","2,000","03,1,+01050,9,08,9",,,,"85,1","0129,1",,
"07561599999","1990-03-03T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0129,1","99999,1,C,Y","009900,1,N,1","-0030,1","-0070,1","99999,9","2,999",,,,,,"0180,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-03T12:48:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0154,1","99999,1,C,Y","009900,1,N,1","+0000,1","-0040,1","99999,9","2,999",,,,,,"0206,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-03T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","090,1,N,0077,1","99999,1,C,Y","009900,1,N,1","+0020,1","-0030,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-04T11:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","99999,1,C,Y","009900,1,N,1","+0070,1","-0090,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-04T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0021,1","99999,1,C,Y","009900,1,N,1","+0090,1","-0090,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-06T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0100,1","-0130,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-06T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0160,1","-0070,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-07T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0110,1","-0130,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-07T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0170,1","-0180,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-08T13:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0051,1","07500,1,C,N","004000,1,N,1","+0080,1","+0050,1","99999,9","2,999","04,1,+00300,9,05,9","07,1,+07500,9,00,9",,,"10,1","0103,1",,
"07561599999","1990-03-08T14:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0062,1","07500,1,C,N","004000,1,N,1","+0070,1","+0050,1","99999,9","2,000","04,1,+00300,9,05,9","07,1,+07500,9,02,9",,,"10,1",,,
"07561599999","1990-03-09T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0051,1","00750,1,C,N","011200,1,N,1","+0100,1","+0040,1","99999,9","2,000","05,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-09T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0031,1","22000,1,C,N","011200,1,N,1","+0110,1","+0050,1","99999,9","2,000","04,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-10T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0040,1","+0010,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-10T10:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0040,1","+0010,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-10T12:51:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0030,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-10T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0050,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-11T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","280,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0200,1","-0060,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-11T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0021,1","99999,1,C,Y","009900,1,N,1","+0200,1","-0030,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-13T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0110,1","-0020,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-13T15:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0000,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-14T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","00600,1,C,N","011200,1,N,1","+0080,1","+0050,1","99999,9","2,999","06,1,+00600,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-14T12:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","00750,1,C,N","011200,1,N,1","+0100,1","+0040,1","99999,9","2,999","06,1,+00750,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-14T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","00900,1,C,N","011200,1,N,1","+0100,1","+0040,1","99999,9","2,999","05,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-15T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","22000,1,C,N","006000,1,N,1","+0080,1","+0050,1","99999,9","2,999","01,1,+07500,9,00,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-15T12:07:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0031,1","22000,1,C,N","008000,1,N,1","+0140,1","+0050,1","99999,9","2,000","04,1,+01050,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-16T11:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0030,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-16T13:25:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0160,1","-0050,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-16T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0160,1","+0030,1","99999,9","2,000",,,,,,,"MET008CAVOK NO","Q01+000000PRSWM2"
"07561599999","1990-03-17T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0000,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-17T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0062,1","22000,1,C,N","008000,1,N,1","+0130,1","+0020,1","99999,9","2,999","01,1,+01200,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-18T12:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","22000,1,C,N","006000,1,N,1","+0090,1","+0000,1","99999,9","2,999","03,1,+01050,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-18T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0000,1","99999,9","2,000",,,,,,"0103,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-20T09:36:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0010,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-20T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0030,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-20T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0030,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-21T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0000,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-21T12:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0010,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-21T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0010,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-22T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0000,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-22T12:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0210,1","-0010,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-22T15:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0210,1","+0000,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-23T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0031,1","00360,1,C,N","011200,1,N,1","+0080,1","+0060,1","99999,9","2,999","07,1,+00360,9,05,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-23T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0100,1","+0040,1","99999,9","2,999","04,1,+01050,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-23T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0100,1","+0020,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-24T11:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0010,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-24T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0150,1","-0020,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-27T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","00750,1,C,N","011200,1,N,1","+0010,1","-0010,1","99999,9","2,000","06,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-27T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","00900,1,C,N","011200,1,N,1","+0020,1","-0040,1","99999,9","2,000","06,1,+00900,9,08,9",,,,"85,1","0103,1",,
"07561599999","1990-03-27T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0010,1","-0030,1","99999,9","2,000","04,1,+00900,9,08,9",,,,"85,1","0103,1",,
"07561599999","1990-03-28T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","00360,1,C,N","006000,1,N,1","+0000,1","-0010,1","99999,9","2,000","07,1,+00360,9,05,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-28T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","00750,1,C,N","008000,1,N,1","+0010,1","-0030,1","99999,9","2,999","07,1,+00750,9,05,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-28T13:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0051,1","00300,1,C,N","002000,1,N,1","+0000,1","-0010,1","99999,9","2,999","08,1,+00300,9,05,9",,,,"85,1","0103,1",,
"07561599999","1990-03-29T13:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0030,1","-0020,1","99999,9","2,999","04,1,+00900,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-29T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0062,1","00750,1,C,N","011200,1,N,1","+0020,1","-0030,1","99999,9","2,000","07,1,+00750,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-30T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0051,1","22000,1,C,N","008000,1,N,1","+0040,1","+0020,1","99999,9","2,999","02,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-03-30T13:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0062,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0000,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-30T16:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","080,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0110,1","+0020,1","99999,9","2,999","02,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-03-31T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0000,1","99999,9","2,000",,,,,,"0103,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-03-31T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0077,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0000,1","99999,9","2,000",,,,,,"0129,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-01T12:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0154,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0000,1","99999,9","2,999",,,,,,"0206,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-01T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0103,1","99999,1,C,Y","009900,1,N,1","+0100,1","-0010,1","99999,9","2,000",,,,,,"0154,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-03T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0010,1","00120,1,C,N","002000,1,N,1","+0060,1","+0050,1","99999,9","2,999","08,1,+00120,9,07,9",,,,"10,1",,,
"07561599999","1990-04-03T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","00060,1,C,N","001000,1,N,1","+0070,1","+0060,1","99999,9","2,999","08,1,+00060,9,07,9",,,,"60,1",,,
"07561599999","1990-04-03T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0051,1","00300,1,C,N","011200,1,N,1","+0040,1","+0030,1","99999,9","2,000","07,1,+00300,9,05,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-04-04T09:47:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0040,1","-0070,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-04T13:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0080,1","-0050,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-04T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0100,1","-0050,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-04-05T09:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0021,1","00030,1,C,N","000500,1,N,1","+0010,1","+0000,1","99999,9","2,999","09,1,+00030,9,99,9",,,,"73,1",,,
"07561599999","1990-04-05T13:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0010,1","00360,1,C,N","006000,1,N,1","+0010,1","+0000,1","99999,9","2,999","01,1,+00015,9,07,9","08,1,+00360,9,05,9",,,"70,1",,,
"07561599999","1990-04-05T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0010,1","00150,1,C,N","004000,1,N,1","+0030,1","+0030,1","99999,9","2,999","08,1,+00150,9,07,9",,,,"41,1",,,
"07561599999","1990-04-06T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0021,1","00300,1,C,N","006000,1,N,1","+0050,1","+0040,1","99999,9","2,000","08,1,+00300,9,07,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-04-06T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0021,1","00240,1,C,N","003000,1,N,1","+0060,1","+0060,1","99999,9","2,999","08,1,+00240,9,07,9",,,,"50,1",,,
"07561599999","1990-04-06T15:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0031,1","00240,1,C,N","004000,1,N,1","+0070,1","+0070,1","99999,9","2,999","08,1,+00240,9,07,9",,,,"50,1",,,
"07561599999","1990-04-07T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0031,1","00300,1,C,N","004000,1,N,1","+0060,1","+0050,1","99999,9","2,999","08,1,+00300,9,05,9",,,,"60,1",,,
"07561599999","1990-04-07T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0031,1","00090,1,C,N","001000,1,N,1","+0070,1","+0060,1","99999,9","2,004","08,1,+00090,9,05,9",,,,"60,1",,,
"07561599999","1990-04-10T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0077,1","00540,1,C,N","008000,1,N,1","+0000,1","-0020,1","99999,9","2,000","07,1,+00540,9,05,9",,,,,"0129,1",,"Q01+000000PRSWM2"
"07561599999","1990-04-10T13:24:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0103,1","00750,1,C,N","011200,1,N,1","+0040,1","-0020,1","99999,9","2,999","06,1,+00750,9,08,9",,,,,"0154,1",,"Q01+000000PRSWM2"
"07561599999","1990-04-10T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","040,1,N,0103,1","00750,1,C,N","011200,1,N,1","+0050,1","-0030,1","99999,9","2,000","05,1,+00750,9,08,9",,,,,"0154,1",,"Q01+000000PRSWM2"
"07561599999","1990-04-11T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0021,1","00300,1,C,N","006000,1,N,1","+0040,1","+0030,1","99999,9","2,999","08,1,+00300,9,05,9",,,,,,,"Q01+000000PRSWM2"
