"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AG1","GA1","GA2","GA3","MA1","MW1","OC1","REM","EQD"
"07561599999","1990-01-10T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","22000,1,C,N","011200,1,N,1","+0080,1","+0020,1","99999,9","2,000","02,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-11T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0020,1","-0020,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-11T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0090,1","-0040,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-11T15:46:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0080,1","-0020,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-12T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0020,1","-0020,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-12T12:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","22000,1,C,N","011200,1,N,1","+0050,1","+0000,1","99999,9","2,999","01,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-12T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","22000,1,C,N","011200,1,N,1","+0070,1","+0010,1","99999,9","2,000","01,1,+00750,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-13T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0000,1","-0010,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-13T12:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0080,1","-0020,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-13T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0080,1","-0020,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-14T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","22000,1,C,N","011200,1,N,1","+0050,1","-0010,1","99999,9","2,999","04,1,+01050,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-14T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0021,1","00360,1,C,N","008000,1,N,1","+0030,1","+0000,1","99999,9","2,000","07,1,+00360,9,05,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-16T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0010,1","-0020,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-16T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0051,1","01050,1,C,N","011200,1,N,1","+0060,1","+0030,1","99999,9","2,999","06,1,+01050,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-17T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0000,1","-0010,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-17T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","99999,1,C,Y","009900,1,N,1","+0070,1","-0050,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-17T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0000,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-18T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0010,1","02400,1,C,N","008000,1,N,1","+0010,1","-0020,1","99999,9","2,999","03,1,+00450,9,05,9","04,1,+02400,9,03,9",,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-18T13:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","360,1,N,0051,1","00450,1,C,N","011200,1,N,1","+0030,1","+0000,1","99999,9","2,999","07,1,+00450,9,05,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-18T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","020,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0020,1","-0040,1","99999,9","2,000",,,,,,"0103,1","MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-19T09:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0010,1","-0050,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-19T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+9999,9","+9999,9","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-19T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0070,1","-0100,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-19T14:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","99999,1,C,Y","009900,1,N,1","+0080,1","-0090,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-23T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0040,1","-0010,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-23T13:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0110,1","-0130,1","99999,9","2,999",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-23T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0100,1","-0110,1","99999,9","2,000",,,,,,,"MET005CAVOK","Q01+000000PRSWM2"
"07561599999","1990-01-24T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","22000,1,C,N","000800,1,N,1","+0050,1","+0050,1","99999,9","2,999",,,,,"41,1",,,
"07561599999","1990-01-24T16:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","02400,1,C,N","011200,1,N,1","+0060,1","+0030,1","99999,9","2,999","04,1,+00450,9,05,9","06,1,+02400,9,03,9",,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-01-25T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","260,1,N,0051,1","00060,1,C,N","000800,1,N,1","+0060,1","+0060,1","99999,9","2,999","08,1,+00060,9,07,9",,,,"50,1",,,
"07561599999","1990-01-25T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","260,1,N,0051,1","00060,1,C,N","000500,1,N,1","+0070,1","+0070,1","99999,9","2,999","08,1,+00060,9,07,9",,,,"61,1",,,
"07561599999","1990-01-25T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0051,1","00300,1,C,N","011200,1,N,1","+0080,1","+0070,1","99999,9","2,000","06,1,+00300,9,08,9","06,1,+02400,9,03,9",,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-26T08:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00090,1,C,N","001000,1,N,1","+0010,1","+0010,1","99999,9","2,004","08,1,+00090,9,05,9",,,,"80,1",,,
"07561599999","1990-01-26T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00090,1,C,N","001000,1,N,1","+0010,1","+0010,1","99999,9","2,001","08,1,+00090,9,08,9",,,,"83,1",,,
"07561599999","1990-01-26T10:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00090,1,C,N","001000,1,N,1","+0010,1","+0010,1","99999,9","2,999","08,1,+00090,9,08,9",,,,"83,1",,,
"07561599999","1990-01-26T12:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0077,1","00450,1,C,N","011200,1,N,1","+0030,1","+0020,1","99999,9","2,000","05,1,+00450,9,08,9",,,,,"0129,1",,"Q01+000000PRSWM2"
"07561599999","1990-01-26T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0030,1","-0020,1","99999,9","2,000","02,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-01-27T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0031,1","02400,1,C,N","011200,1,N,1","+0010,1","-0020,1","99999,9","2,000","01,1,+00750,9,05,9","07,1,+02400,9,03,9",,,,,,"Q01+000000PRSWM2"
"07561599999","1990-01-27T13:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","00750,1,C,N","011200,1,N,1","+0030,1","-0010,1","99999,9","2,999","06,1,+00750,9,05,9","06,1,+02400,9,03,9",,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-01-27T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0077,1","00750,1,C,N","004000,1,N,1","+0030,1","+0030,1","99999,9","2,000","08,1,+00750,9,07,9",,,,"10,1","0129,1",,
"07561599999","1990-01-30T09:49:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","240,1,N,0021,1","00090,1,C,N","001000,1,N,1","+0010,1","+0010,1","99999,9","2,999","08,1,+00090,9,05,9",,,,"60,1",,,
"07561599999","1990-01-30T12:45:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0021,1","00060,1,C,N","001000,1,N,1","+0030,1","+0020,1","99999,9","2,999","08,1,+00060,9,07,9",,,,"40,1",,,
"07561599999","1990-01-30T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0031,1","00300,1,C,N","011200,1,N,1","+0040,1","+0030,1","99999,9","2,004","06,1,+00300,9,08,9",,,,"80,1",,,
"07561599999","1990-01-31T08:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","120,1,N,0077,1","00180,1,C,N","003000,1,N,1","+0050,1","+0030,1","99999,9","2,999","08,1,+00180,9,05,9",,,,"10,1","0129,1",,
"07561599999","1990-01-31T12:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-16","LFNB ","V020","180,1,N,0154,1","22000,1,C,N","004000,1,N,1","+9999,9","+9999,9","99999,9","2,999",,,,,,"0257,1","MET01850D EZPPPY PYXPRV?","Q01+000000PRSWM2"
"07561599999","1990-01-31T16:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0154,1","00300,1,C,N","006000,1,N,1","+0060,1","+0030,1","99999,9","2,999","08,1,+00300,9,05,9",,,,"50,1","0257,1",,
"07561599999","1990-02-01T11:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","100,1,N,0010,1","00300,1,C,N","004000,1,N,1","+0030,1","+0020,1","99999,9","2,001","08,1,+00300,9,07,9",,,,"50,1",,,
"07561599999","1990-02-01T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","00240,1,C,N","004000,1,N,1","+0030,1","+0020,1","99999,9","2,001","08,1,+00240,9,05,9",,,,"50,1",,,
"07561599999","1990-02-02T09:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","00120,1,C,N","000800,1,N,1","+0030,1","+0030,1","99999,9","2,999","08,1,+00120,9,05,9",,,,"61,1",,,
"07561599999","1990-02-02T12:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","260,1,N,0021,1","00120,1,C,N","000800,1,N,1","+0050,1","+0040,1","99999,9","2,999","08,1,+00120,9,05,9",,,,"61,1",,,
"07561599999","1990-02-02T15:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","280,1,N,0021,1","00600,1,C,N","011200,1,N,1","+0060,1","+0030,1","99999,9","2,999","06,1,+00600,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-03T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0129,1","22000,1,C,N","011200,1,N,1","+0060,1","+0010,1","99999,9","2,000","03,1,+00900,9,08,9",,,,,"0180,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-03T12:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0103,1","00240,1,C,N","004000,1,N,1","+0060,1","+0040,1","99999,9","2,000","08,1,+00240,9,05,9",,,,"10,1","0154,1",,
"07561599999","1990-02-03T15:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00240,1,C,N","003000,1,N,1","+0060,1","+0050,1","99999,9","2,999","08,1,+00240,9,05,9",,,,"60,1",,,
"07561599999","1990-02-04T11:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0100,1","-0020,1","99999,9","2,999",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-04T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0021,1","99999,1,C,Y","009900,1,N,1","+0110,1","-0030,1","99999,9","2,000",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-06T13:07:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","00180,1,C,N","001000,1,N,1","+0050,1","+0050,1","99999,9","2,999","08,1,+00180,9,05,9",,,,"60,1","0103,1",,
"07561599999","1990-02-06T16:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0031,1","00090,1,C,N","001000,1,N,1","+0050,1","+0050,1","99999,9","2,999","08,1,+00090,9,07,9",,,,"60,1",,,
"07561599999","1990-02-07T09:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0020,1","+0020,1","99999,9","2,000",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-07T12:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","220,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0030,1","99999,9","2,999",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-07T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,V,0010,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0050,1","99999,9","2,000",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-08T08:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0040,1","+0040,1","99999,9","2,000",,,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-08T12:47:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","999,1,C,0000,1","00180,1,C,N","004000,1,N,1","+0060,1","+0050,1","99999,9","2,999","08,1,+00180,9,07,9",,,,"10,1",,,
"07561599999","1990-02-08T15:00:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0031,1","02400,1,C,N","011200,1,N,1","+0090,1","+0050,1","99999,9","2,000","01,1,+00900,9,08,9","07,1,+02400,9,03,9",,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-09T09:23:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","060,1,N,0031,1","22000,1,C,N","011200,1,N,1","+0030,1","-0020,1","99999,9","2,000","01,1,+00900,9,08,9",,,,,,,"Q01+000000PRSWM2"
"07561599999","1990-02-10T12:47:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0051,1","00180,1,C,N","002000,1,N,1","+0040,1","-0010,1","99999,9","2,999","08,1,+00180,9,05,9",,,,"80,1","0103,1",,
"07561599999","1990-02-10T15:36:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","180,1,N,0021,1","00300,1,C,N","004000,1,N,1","+0020,1","+0020,1","99999,9","2,999","08,1,+00300,9,05,9",,,,"60,1",,,
"07561599999","1990-02-11T11:33:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0051,1","00900,1,C,N","011200,1,N,1","+0010,1","-0020,1","99999,9","2,000","06,1,+00900,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-11T14:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","320,1,N,0051,1","22000,1,C,N","011200,1,N,1","+0020,1","-0010,1","99999,9","2,000","04,1,+00750,9,08,9",,,,,"0103,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-13T09:48:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","280,1,N,0021,1","00090,1,C,N","001000,1,N,1","+0010,1","+0010,1","99999,9","2,999","08,1,+00090,9,07,9",,,,"71,1",,,
"07561599999","1990-02-13T12:51:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","280,1,N,0021,1","00090,1,C,N","001000,1,N,1","+0030,1","+0030,1","99999,9","2,999","08,1,+00090,9,07,9",,,,"63,1",,,
"07561599999","1990-02-13T15:20:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0103,1","00180,1,C,N","004000,1,N,1","+0050,1","+0040,1","99999,9","2,002","08,1,+00180,9,05,9",,,,"60,1","0154,1",,
"07561599999","1990-02-14T09:30:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0154,1","00180,1,C,N","002000,1,N,1","+0060,1","+0050,1","99999,9","2,999","08,1,+00180,9,05,9",,,,"60,1","0206,1",,
"07561599999","1990-02-14T12:25:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0180,1","22000,1,C,N","011200,1,N,1","+0060,1","+0030,1","99999,9","2,000","04,1,+00450,9,08,9",,,,,"0232,1",,"Q01+000000PRSWM2"
"07561599999","1990-02-14T15:40:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0154,1","00180,1,C,N","001000,1,N,1","+0060,1","+0040,1","99999,9","2,999","08,1,+00180,9,05,9",,,,"60,1","0206,1",,
"07561599999","1990-02-15T11:50:00","4","44.502108","3.532819","1024.73","BRENOUX, FR","FM-15","LFNB ","V020","300,1,N,0103,1","22000,1,C,N","999999,9,N,9","+0080,1","+0070,1","99999,9","2,000",,,,,"10,1",,,"Q01+000002VOVAR "
