"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AG1","AY1","GA1","GA2","GA3","GA4","GF1","MA1","MW1","OC1","REM","EQD"
"07301399999","1990-02-18T14:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","140,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0110,1","99999,9","2,999",,,,,,,"10139,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-18T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","190,1,N,0010,1","07500,1,C,N","011200,1,N,1","+0150,1","+0110,1","99999,9","2,000",,"01,1,+00750,9,08,9","05,1,+07500,9,00,9",,,,"10139,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-18T16:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","130,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0120,1","99999,9","2,999",,,,,,,"10139,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-19T06:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0041,1","22000,1,C,N","011200,1,N,1","+0100,1","+0100,1","99999,9","2,000",,"03,1,+00990,9,05,9",,,,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T07:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0041,1","00990,1,C,N","011200,1,N,1","+0100,1","+0100,1","99999,9","2,999",,"06,1,+00990,9,05,9","03,1,+07500,9,00,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T08:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","190,1,N,0051,1","00990,1,C,N","011200,1,N,1","+0110,1","+0110,1","99999,9","2,999",,"07,1,+00990,9,05,9",,,,,"10180,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T09:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","210,1,N,0072,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0110,1","99999,9","2,999",,,,,,,"10190,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-19T10:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","220,1,N,0082,1","07500,1,C,N","011200,1,N,1","+0140,1","+0120,1","99999,9","2,999",,"01,1,+00390,9,08,9","06,1,+07500,9,00,9",,,,"10190,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T10:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","230,1,N,0072,1","07500,1,C,N","011200,1,N,1","+0140,1","+0120,1","99999,9","2,999",,"04,1,+00450,9,08,9","05,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","230,1,N,0072,1","07500,1,C,N","011200,1,N,1","+0140,1","+0120,1","99999,9","2,999",,"04,1,+00450,9,08,9","05,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T13:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0072,1","07500,1,C,N","011200,1,N,1","+0150,1","+0120,1","99999,9","2,999",,"03,1,+00450,9,08,9","03,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T13:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","230,1,N,0062,1","22000,1,C,N","011200,1,N,1","+0160,1","+0120,1","99999,9","2,999",,"02,1,+00450,9,08,9","03,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T14:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0062,1","22000,1,C,N","011200,1,N,1","+0160,1","+0110,1","99999,9","2,999",,"03,1,+00480,9,08,9",,,,,"10210,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T14:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0072,1","22000,1,C,N","011200,1,N,1","+0160,1","+0110,1","99999,9","2,999",,"03,1,+00480,9,08,9","02,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-19T15:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0062,1","22000,1,C,N","011200,1,N,1","+0150,1","+0110,1","99999,9","2,999",,"03,1,+00480,9,08,9","02,1,+07500,9,00,9",,,,"10210,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-20T06:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","140,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0080,1","99999,9","1,999",,,,,,,"10240,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T08:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","140,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0080,1","99999,9","2,999",,,,,,,"10240,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T08:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","150,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0100,1","+0090,1","99999,9","2,000",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T09:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0100,1","99999,9","2,999",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0062,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0120,1","99999,9","2,999",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T12:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0062,1","99999,1,C,Y","009900,1,N,1","+0160,1","+0120,1","99999,9","2,000",,,,,,,"10240,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T13:23:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0062,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0120,1","99999,9","2,999",,,,,,,"10240,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T14:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","180,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0120,1","99999,9","2,999",,,,,,,"10240,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T15:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","190,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0120,1","99999,9","2,999",,,,,,,"10230,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-20T16:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0120,1","99999,9","2,999",,,,,,,"10230,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T05:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0090,1","99999,9","2,999",,,,,,,"10271,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T07:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0090,1","99999,9","2,999",,,,,,,"10281,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T08:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0100,1","+0100,1","99999,9","2,999",,,,,,,"10301,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T09:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","150,1,N,0021,1","01200,1,C,N","011200,1,N,1","+0100,1","+0100,1","99999,9","2,000",,"07,1,+01200,9,05,9",,,,,"10312,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-21T10:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","160,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0100,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T10:35:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","020,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0150,1","+0090,1","99999,9","2,999",,"01,1,+00900,9,08,9","04,1,+06000,9,00,9",,,,"10349,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-21T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","180,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0110,1","99999,9","2,999",,,,,,,"10329,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-21T12:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","150,1,N,0010,1","02400,1,C,N","011200,1,N,1","+0130,1","+0120,1","99999,9","2,000",,"01,1,+00750,9,08,9","07,1,+02400,9,03,9",,,,"10329,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-21T13:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","280,1,N,0010,1","02400,1,C,N","011200,1,N,1","+0140,1","+0120,1","99999,9","2,999",,"03,1,+00750,9,08,9","04,1,+02400,9,03,9",,,,"10339,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-21T14:10:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","030,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0150,1","+0100,1","99999,9","2,999",,"01,1,+00900,9,08,9","03,1,+01500,9,05,9",,,,"10339,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-21T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","020,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0150,1","+0100,1","99999,9","2,000",,"01,1,+00900,9,08,9","04,1,+06000,9,00,9",,,,"10339,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-22T07:23:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","080,1,N,0021,1","22000,1,C,N","008000,1,N,1","+0060,1","+0060,1","99999,9","2,999",,"01,1,+07500,9,00,9",,,,,"10349,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-22T08:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","090,1,N,0041,1","22000,1,C,N","008000,1,N,1","+0100,1","+0100,1","99999,9","2,999",,"01,1,+07500,9,00,9",,,,,"10349,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-22T08:33:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","060,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0070,1","+0070,1","99999,9","2,000",,,,,,,"10349,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-22T10:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","070,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0110,1","99999,9","2,999",,,,,,,"10349,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-22T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","120,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0160,1","+0120,1","99999,9","2,999",,,,,,,"10349,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-22T12:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","090,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0120,1","99999,9","2,000",,,,,,,"10349,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-22T13:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","050,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0120,1","99999,9","2,999",,,,,,,"10339,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T05:14:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","110,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0080,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T06:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","110,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0080,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T07:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","120,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0080,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T08:08:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","130,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0100,1","+0080,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T09:08:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","140,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0100,1","99999,9","2,000",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T10:07:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","130,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0100,1","99999,9","2,999",,,,,,,"10329,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0062,1","99999,1,C,Y","009900,1,N,1","+0160,1","+0100,1","99999,9","2,999",,,,,,,"10318,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T12:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0110,1","99999,9","2,000",,,,,,,"10312,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T13:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0051,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0110,1","99999,9","2,999",,,,,,,"10312,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T14:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0110,1","99999,9","2,999",,,,,,,"10301,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0210,1","+0100,1","99999,9","2,000",,,,,,,"10301,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-23T15:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","190,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0120,1","99999,9","2,999",,,,,,,"10301,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T05:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","110,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0080,1","99999,9","2,999",,,,,,,"10281,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T07:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","130,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0080,1","+0060,1","99999,9","2,999",,,,,,,"10281,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T08:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","130,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0070,1","99999,9","2,999",,,,,,,"10281,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T09:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","150,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0080,1","99999,9","2,000",,,,,,,"10271,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T10:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","150,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0090,1","99999,9","2,999",,,,,,,"10271,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T10:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0110,1","99999,9","2,999",,,,,,,"10271,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T13:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","220,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0100,1","99999,9","2,999",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0110,1","99999,9","2,000",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-24T15:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","260,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0180,1","+0110,1","99999,9","2,999",,,,,,,"10251,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07301399999","1990-02-25T05:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","999,1,C,0000,1","02400,1,C,N","001200,1,N,1","+0080,1","+0080,1","99999,9","2,999",,"07,1,+02400,9,03,9",,,,,"10200,1,99999,9","11,1",,,
"07301399999","1990-02-25T08:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","310,1,N,0010,1","00015,1,C,N","000100,1,N,1","+0090,1","+0090,1","99999,9","2,999",,"09,1,+99999,9,99,9",,,,,"10200,1,99999,9","45,1",,,
"07301399999","1990-02-25T09:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","170,1,N,0021,1","00030,1,C,N","000200,1,N,1","+0090,1","+0090,1","99999,9","2,000",,"09,1,+99999,9,99,9",,,,,"10200,1,99999,9","43,1",,,
"07301399999","1990-02-25T09:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","210,1,N,0021,1","00120,1,C,N","000400,1,N,1","+0100,1","+0100,1","99999,9","2,999",,"07,1,+00120,9,07,9",,,,,"10200,1,99999,9","10,1",,,
"07301399999","1990-02-25T11:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0051,1","00240,1,C,N","011200,1,N,1","+0110,1","+0110,1","99999,9","2,999",,"07,1,+00240,9,08,9",,,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-25T11:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","230,1,N,0062,1","00300,1,C,N","011200,1,N,1","+0120,1","+0110,1","99999,9","2,999",,"06,1,+00300,9,08,9","07,1,+00780,9,05,9",,,,"10200,1,99999,9","60,1",,,
"07301399999","1990-02-25T13:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0088,1","00390,1,C,N","011200,1,N,1","+0130,1","+0110,1","99999,9","2,999",,"05,1,+00390,9,08,9","04,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-25T14:20:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0088,1","00390,1,C,N","011200,1,N,1","+0130,1","+0090,1","99999,9","2,999",,"05,1,+00390,9,08,9","06,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-25T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","260,1,N,0098,1","00450,1,C,N","011200,1,N,1","+0130,1","+0090,1","99999,9","2,000",,"05,1,+00450,9,08,9","06,1,+07500,9,00,9",,,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-25T15:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0082,1","00450,1,C,N","011200,1,N,1","+0120,1","+0080,1","99999,9","2,999",,"07,1,+00450,9,08,9",,,,,"10200,1,99999,9",,"0139,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T04:50:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0088,1","00420,1,C,N","011200,1,N,1","+0120,1","+0110,1","99999,9","2,999",,"07,1,+00420,9,05,9",,,,,"10159,1,99999,9",,"0139,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T06:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0098,1","00420,1,C,N","011200,1,N,1","+0120,1","+0110,1","99999,9","2,000",,"07,1,+00420,9,05,9",,,,,"10159,1,99999,9",,"0149,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T07:30:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0108,1","00360,1,C,N","011200,1,N,1","+0120,1","+0110,1","99999,9","2,999",,"07,1,+00360,9,08,9",,,,,"10149,1,99999,9",,"0170,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T08:25:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0118,1","00360,1,C,N","011200,1,N,1","+0130,1","+0110,1","99999,9","2,999",,"07,1,+00360,9,08,9",,,,,"10149,1,99999,9",,,,"Q01+000000PRSWM2"
"07301399999","1990-02-26T09:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","250,1,N,0118,1","00330,1,C,N","008000,1,N,1","+0130,1","+0120,1","99999,9","2,019",,"07,1,+00330,9,08,9",,,,,"10149,1,99999,9","63,1","0180,1",,
"07301399999","1990-02-26T10:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","240,1,N,0098,1","00210,1,C,N","005000,1,N,1","+0120,1","+0120,1","99999,9","2,999",,"07,1,+00210,9,07,9",,,,,"10149,1,99999,9","63,1","0149,1",,
"07301399999","1990-02-26T11:24:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","260,1,N,0118,1","00150,1,C,N","011200,1,N,1","+0120,1","+0120,1","99999,9","2,999",,"07,1,+00150,9,07,9",,,,,"10149,1,99999,9","51,1",,,
"07301399999","1990-02-26T12:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","270,1,N,0108,1","02400,1,C,N","011200,1,N,1","+0130,1","+0130,1","99999,9","2,001",,"04,1,+00330,9,08,9","03,1,+02400,9,03,9",,,,"10149,1,99999,9","20,1","0170,1",,
"07301399999","1990-02-26T14:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","280,1,N,0108,1","00360,1,C,N","011200,1,N,1","+0140,1","+0110,1","99999,9","2,999",,"07,1,+00360,9,08,9",,,,,"10159,1,99999,9",,"0170,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T14:08:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","270,1,N,0118,1","00360,1,C,N","011200,1,N,1","+0140,1","+0120,1","99999,9","2,999",,"07,1,+00360,9,08,9",,,,,"10159,1,99999,9",,"0180,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T15:00:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","270,1,N,0118,1","00420,1,C,N","011200,1,N,1","+0140,1","+0110,1","99999,9","2,000",,"06,1,+00420,9,08,9",,,,,"10159,1,99999,9",,"0180,1",,"Q01+000000PRSWM2"
"07301399999","1990-02-26T16:10:00","4","46.317","-0.4","61.0","NIORT SOUCHE, FR","FM-15","LFBN ","V020","270,1,N,0118,1","00390,1,C,N","011200,1,N,1","+0130,1","+0100,1","99999,9","2,999",,"05,1,+00390,9,08,9",,,,,"10169,1,99999,9",,"0180,1",,"Q01+000000PRSWM2"
